Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mookie Blaylock,PG,22,NJN,50,17,1267,212,571,0.371,18,80,0.225,194,491,0.395,0.387,63,81,0.778,42,98,140,210,82,14,111,110,505
Muggsy Bogues,PG,25,CHH,81,65,2743,326,664,0.491,5,26,0.192,321,638,0.503,0.495,106,134,0.7909999999999999,48,159,207,867,166,3,146,168,763
Manute Bol,C,27,GSW,75,20,1310,56,169,0.331,9,48,0.188,47,121,0.38799999999999996,0.358,25,49,0.51,33,243,276,36,13,238,51,194,146
Anthony Bowie,SG,26,HOU,66,0,918,119,293,0.406,6,21,0.28600000000000003,113,272,0.415,0.41600000000000004,40,54,0.741,36,82,118,96,42,5,59,80,284
Sam Bowie,C,28,NJN,68,54,2207,347,834,0.41600000000000004,10,31,0.32299999999999995,337,803,0.42,0.42200000000000004,294,379,0.7759999999999999,206,484,690,91,38,121,125,211,998
Adrian Branch,SF,26,MIN,11,0,91,25,61,0.41,1,1,1.0,24,60,0.4,0.418,14,22,0.636,8,12,20,4,6,0,8,14,65
Randy Breuer,C,29,TOT,81,55,1879,298,696,0.428,0,1,0.0,298,695,0.429,0.428,126,193,0.653,154,263,417,97,42,108,96,196,722
Frank Brickowski,C,30,SAS,78,12,1438,211,387,0.545,0,2,0.0,211,385,0.5479999999999999,0.545,95,141,0.674,89,238,327,105,66,37,93,226,517
Scott Brooks,PG,24,PHI,72,1,975,119,276,0.431,31,79,0.392,88,197,0.447,0.48700000000000004,50,57,0.877,15,49,64,207,47,0,38,105,319
Chucky Brown,SF,21,CLE,75,35,1339,210,447,0.47,0,7,0.0,210,440,0.47700000000000004,0.47,125,164,0.762,83,148,231,50,33,26,69,148,545
Mike Brown,C,26,UTA,82,0,1397,177,344,0.515,1,2,0.5,176,342,0.515,0.516,157,199,0.789,111,262,373,47,32,28,88,187,512
Raymond Brown,PF,24,UTA,16,0,56,8,28,0.28600000000000003,0,0,0.0,8,28,0.28600000000000003,0.28600000000000003,0,2,0.0,10,5,15,4,0,0,6,11,16
Tony Brown,SF,29,MIL,61,10,635,88,206,0.42700000000000005,5,20,0.25,83,186,0.446,0.439,38,56,0.679,39,33,72,41,32,4,51,79,219
Stanley Brundy,SF,22,NJN,16,0,128,15,30,0.5,0,0,0.0,15,30,0.5,0.5,7,18,0.389,15,11,26,3,6,5,6,24,37
Mark Bryant,PF,24,POR,58,0,562,70,153,0.45799999999999996,0,0,0.0,70,153,0.45799999999999996,0.45799999999999996,28,50,0.56,54,92,146,13,18,9,25,93,168
Torgeir Bryn,C,25,LAC,3,0,10,0,2,0.0,0,0,0.0,0,2,0.0,0.0,4,6,0.667,0,2,2,0,2,1,1,5,4
Steve Bucknall,SG,23,LAL,18,0,75,9,33,0.273,0,1,0.0,9,32,0.281,0.273,5,6,0.833,5,2,7,10,2,1,11,10,23
Greg Butler,C,23,NYK,13,0,33,3,12,0.25,0,0,0.0,3,12,0.25,0.25,0,2,0.0,3,6,9,1,0,0,3,8,6
Michael Cage,C,28,SEA,82,82,2595,325,645,0.504,0,0,0.0,325,645,0.504,0.504,148,212,0.698,306,515,821,70,79,45,94,232,798
Adrian Caldwell,PF,23,HOU,51,0,331,42,76,0.5529999999999999,0,0,0.0,42,76,0.5529999999999999,0.5529999999999999,13,28,0.46399999999999997,36,73,109,7,11,18,32,69,97
Tony Campbell,SG,27,MIN,82,81,3164,723,1581,0.457,9,54,0.16699999999999998,714,1527,0.46799999999999997,0.46,448,569,0.787,209,242,451,213,111,31,251,260,1903
Rick Carlisle,SG,30,NJN,5,0,21,1,7,0.14300000000000002,0,3,0.0,1,4,0.25,0.14300000000000002,0,0,0.0,0,0,0,5,1,1,4,7,2
Antoine Carr,PF,28,TOT,77,4,1727,356,721,0.494,0,7,0.0,356,714,0.499,0.494,237,298,0.795,115,207,322,119,30,68,125,247,949
Joe Barry Carroll,C,31,TOT,76,47,1721,312,759,0.41100000000000003,0,2,0.0,312,757,0.41200000000000003,0.41100000000000003,137,177,0.774,133,310,443,97,47,115,142,192,761
Bill Cartwright,C,32,CHI,71,71,2160,292,598,0.488,0,0,0.0,292,598,0.488,0.488,227,280,0.8109999999999999,137,328,465,145,38,34,123,243,811
Terry Catledge,PF,26,ORL,74,72,2462,546,1152,0.474,2,8,0.25,544,1144,0.47600000000000003,0.475,341,486,0.7020000000000001,271,292,563,72,36,17,181,201,1435
Tom Chambers,PF,30,PHO,81,81,3046,810,1617,0.501,24,86,0.27899999999999997,786,1531,0.513,0.508,557,647,0.861,121,450,571,190,88,47,218,260,2201
Rex Chapman,SG,22,CHH,54,52,1762,377,924,0.408,47,142,0.331,330,782,0.42200000000000004,0.433,144,192,0.75,52,127,179,132,46,6,100,113,945
Maurice Cheeks*,PG,33,TOT,81,62,2519,307,609,0.504,4,16,0.25,303,593,0.511,0.507,171,202,0.847,50,190,240,453,124,10,121,78,789
Derrick Chievous,SF,22,TOT,55,0,591,105,220,0.47700000000000004,3,9,0.33299999999999996,102,211,0.483,0.484,80,111,0.721,35,55,90,31,26,5,45,70,293
Ben Coleman,PF,28,MIL,22,0,305,46,97,0.474,0,1,0.0,46,96,0.479,0.474,34,41,0.8290000000000001,31,56,87,12,7,7,26,54,126
Steve Colter,PG,27,WSB,73,1,977,142,297,0.478,0,5,0.0,142,292,0.486,0.478,77,95,0.8109999999999999,55,121,176,148,47,10,38,98,361
Lester Conner,PG,30,NJN,82,61,2355,237,573,0.414,2,13,0.154,235,560,0.42,0.415,172,214,0.804,90,175,265,385,172,8,138,182,648
Michael Cooper,SG,33,LAL,80,10,1851,191,493,0.387,50,157,0.318,141,336,0.42,0.43799999999999994,83,94,0.883,59,168,227,215,67,36,91,206,515
Wayne Cooper,C,33,POR,79,0,1176,138,304,0.45399999999999996,0,3,0.0,138,301,0.45799999999999996,0.45399999999999996,25,39,0.6409999999999999,118,221,339,44,18,95,39,211,301
Lanard Copeland,SG,24,PHI,23,0,110,31,68,0.456,1,5,0.2,30,63,0.47600000000000003,0.46299999999999997,11,14,0.7859999999999999,4,6,10,9,1,1,19,12,74
Tyrone Corbin,SF,27,MIN,82,80,3011,521,1083,0.48100000000000004,0,11,0.0,521,1072,0.486,0.48100000000000004,161,209,0.77,219,385,604,216,175,41,143,288,1203
Dave Corzine,C,33,ORL,6,3,79,11,29,0.379,0,0,0.0,11,29,0.379,0.379,0,2,0.0,7,11,18,2,2,0,8,7,22
Pat Cummings,C,33,MIA,37,1,391,77,159,0.484,0,0,0.0,77,159,0.484,0.484,21,37,0.568,28,65,93,13,12,4,32,60,175
Terry Cummings,PF,28,SAS,81,78,2821,728,1532,0.475,19,59,0.322,709,1473,0.48100000000000004,0.48100000000000004,343,440,0.78,226,451,677,219,110,52,202,286,1818
Dell Curry,SG,25,CHH,67,13,1860,461,990,0.466,52,147,0.354,409,843,0.485,0.49200000000000005,96,104,0.9229999999999999,31,137,168,159,98,26,100,148,1070
Quintin Dailey,SG,29,SEA,30,2,491,97,240,0.40399999999999997,1,5,0.2,96,235,0.409,0.406,52,66,0.7879999999999999,18,33,51,34,12,0,34,63,247
Adrian Dantley*,SF,33,DAL,45,45,1300,231,484,0.47700000000000004,0,2,0.0,231,482,0.479,0.47700000000000004,200,254,0.787,78,94,172,80,20,7,75,99,662
Brad Daugherty,C,24,CLE,41,40,1438,244,509,0.479,0,2,0.0,244,507,0.48100000000000004,0.479,202,287,0.7040000000000001,77,296,373,130,29,22,110,108,690
Brad Davis,PG,34,DAL,73,2,1292,179,365,0.49,35,104,0.337,144,261,0.552,0.5379999999999999,77,100,0.77,12,81,93,242,47,9,86,151,470
Charles Davis,SF,31,CHI,53,0,429,58,158,0.36700000000000005,7,25,0.28,51,133,0.38299999999999995,0.389,7,8,0.875,25,56,81,18,10,8,20,52,130
Terry Davis,PF,22,MIA,63,9,884,122,262,0.466,0,1,0.0,122,261,0.467,0.466,54,87,0.621,93,136,229,25,25,28,68,171,298
Walter Davis,SG,35,DEN,69,0,1635,497,1033,0.48100000000000004,6,46,0.13,491,987,0.49700000000000005,0.484,207,227,0.912,46,133,179,155,59,9,102,160,1207
Johnny Dawkins,PG,26,PHI,81,81,2865,465,950,0.489,22,66,0.33299999999999996,443,884,0.501,0.501,210,244,0.861,48,199,247,601,121,9,214,159,1162
Vinny Del Negro,SG,23,SAC,76,29,1858,297,643,0.462,10,32,0.313,287,611,0.47,0.47,135,155,0.871,39,159,198,250,64,10,111,182,739
Byron Dinkins,PG,22,HOU,33,0,362,44,109,0.40399999999999997,1,9,0.111,43,100,0.43,0.408,26,30,0.867,13,27,40,75,19,2,37,30,115
Vlade Divac*,C,21,LAL,82,5,1611,274,549,0.499,0,5,0.0,274,544,0.504,0.499,153,216,0.708,167,345,512,75,79,114,110,240,701
James Donaldson,C,32,DAL,73,73,2265,258,479,0.539,0,0,0.0,258,479,0.539,0.539,149,213,0.7,155,475,630,57,22,47,119,129,665
Sherman Douglas,PG,23,MIA,81,66,2470,463,938,0.494,5,31,0.161,458,907,0.505,0.496,224,326,0.687,70,136,206,619,145,10,246,187,1155
Terry Dozier,SF,23,CHH,9,0,92,9,27,0.33299999999999996,0,1,0.0,9,26,0.34600000000000003,0.33299999999999996,4,8,0.5,7,8,15,3,6,2,7,10,22
Greg Dreiling,C,27,IND,49,0,307,20,53,0.377,0,0,0.0,20,53,0.377,0.377,25,34,0.735,21,66,87,8,4,14,19,69,65
Larry Drew,PG,31,LAL,80,3,1333,170,383,0.444,32,81,0.395,138,302,0.457,0.486,46,60,0.767,12,86,98,217,47,4,95,92,418
Clyde Drexler*,SG,27,POR,73,73,2683,670,1357,0.494,30,106,0.28300000000000003,640,1251,0.512,0.505,333,430,0.774,208,299,507,432,145,51,191,222,1703
Kevin Duckworth,C,25,POR,82,82,2462,548,1146,0.478,0,0,0.0,548,1146,0.478,0.478,231,312,0.74,184,325,509,91,36,34,171,271,1327
Chris Dudley,PF,24,TOT,64,30,1356,146,355,0.41100000000000003,0,0,0.0,146,355,0.41100000000000003,0.41100000000000003,58,182,0.319,174,249,423,39,41,72,84,164,350
Joe Dumars*,SG,26,DET,75,71,2578,508,1058,0.48,22,55,0.4,486,1003,0.485,0.491,297,330,0.9,60,152,212,368,63,2,145,129,1335
Mike Dunleavy,PG,35,MIL,5,0,43,4,14,0.28600000000000003,2,9,0.222,2,5,0.4,0.35700000000000004,7,8,0.875,0,2,2,10,1,0,8,7,17
T.R. Dunn,SF,34,DEN,65,2,657,44,97,0.45399999999999996,0,2,0.0,44,95,0.46299999999999997,0.45399999999999996,26,39,0.667,56,82,138,43,41,4,19,67,114
Ledell Eackles,SG,23,WSB,78,8,1696,413,940,0.439,19,59,0.322,394,881,0.447,0.449,210,280,0.75,74,101,175,182,50,4,143,157,1055
Mark Eaton,C,33,UTA,82,82,2281,158,300,0.527,0,0,0.0,158,300,0.527,0.527,79,118,0.669,171,430,601,39,33,201,75,238,395
Blue Edwards,SF,24,UTA,82,49,1889,286,564,0.507,9,30,0.3,277,534,0.519,0.515,146,203,0.7190000000000001,69,182,251,145,76,36,152,280,727
James Edwards,C,34,DET,82,70,2283,462,928,0.498,0,3,0.0,462,925,0.499,0.498,265,354,0.7490000000000001,112,233,345,63,23,37,133,295,1189
Jay Edwards,SG,21,LAC,4,0,26,3,7,0.429,0,2,0.0,3,5,0.6,0.429,1,3,0.33299999999999996,1,1,2,4,1,0,1,4,7
Kevin Edwards,SG,24,MIA,78,54,2211,395,959,0.41200000000000003,9,30,0.3,386,929,0.41600000000000004,0.41700000000000004,139,183,0.76,77,205,282,252,125,33,180,149,938
Craig Ehlo,SG,28,CLE,81,64,2894,436,940,0.46399999999999997,104,248,0.419,332,692,0.48,0.519,126,185,0.6809999999999999,147,292,439,371,126,23,161,226,1102
Sean Elliott,SF,21,SAS,81,69,2032,311,647,0.48100000000000004,1,9,0.111,310,638,0.486,0.48100000000000004,187,216,0.866,127,170,297,154,45,14,112,172,810
Dale Ellis,SG,29,SEA,55,49,2033,502,1011,0.49700000000000005,96,256,0.375,406,755,0.5379999999999999,0.544,193,236,0.818,90,148,238,110,59,7,119,124,1293
Pervis Ellison,C,22,SAC,34,22,866,111,251,0.442,0,2,0.0,111,249,0.446,0.442,49,78,0.628,64,132,196,65,16,57,62,132,271
Alex English*,SF,36,DEN,80,80,2211,635,1293,0.491,2,5,0.4,633,1288,0.491,0.49200000000000005,161,183,0.88,119,167,286,225,51,23,93,130,1433
Patrick Ewing*,C,27,NYK,82,82,3165,922,1673,0.551,1,4,0.25,921,1669,0.552,0.551,502,648,0.775,235,658,893,182,78,327,278,325,2347
Jim Farmer,SG,25,SEA,38,0,400,89,203,0.43799999999999994,8,27,0.29600000000000004,81,176,0.46,0.45799999999999996,57,80,0.713,17,26,43,25,17,1,27,44,243
Duane Ferrell,SF,24,ATL,14,0,29,5,14,0.35700000000000004,0,1,0.0,5,13,0.385,0.35700000000000004,2,6,0.33299999999999996,3,4,7,2,1,0,2,3,12
Vern Fleming,PG,27,IND,82,82,2876,467,919,0.508,12,34,0.353,455,885,0.514,0.515,230,294,0.782,118,204,322,610,92,10,206,213,1176
Sleepy Floyd,PG,29,HOU,82,73,2630,362,803,0.451,89,234,0.38,273,569,0.48,0.506,187,232,0.8059999999999999,46,152,198,600,94,11,204,159,1000
Tellis Frank,PF,24,MIA,77,39,1762,278,607,0.45799999999999996,0,0,0.0,278,607,0.45799999999999996,0.45799999999999996,179,234,0.765,151,234,385,85,51,27,134,282,735
Corey Gaines,SG,24,PHI,9,0,81,4,12,0.33299999999999996,1,2,0.5,3,10,0.3,0.375,1,4,0.25,1,4,5,26,4,0,10,11,10
Kevin Gamble,SF,24,BOS,71,10,990,137,301,0.455,3,18,0.16699999999999998,134,283,0.473,0.46,85,107,0.794,42,70,112,119,28,8,44,77,362
Winston Garland,PG,25,TOT,79,19,1762,230,573,0.401,12,36,0.33299999999999996,218,537,0.406,0.41200000000000003,102,122,0.836,51,163,214,303,78,10,158,152,574
Tom Garrick,SG,23,LAC,73,22,1721,208,421,0.494,4,21,0.19,204,400,0.51,0.499,88,114,0.772,34,128,162,289,90,7,117,151,508
Kenny Gattison,PF,25,CHH,63,2,941,148,269,0.55,1,1,1.0,147,268,0.5489999999999999,0.552,75,110,0.682,75,122,197,39,35,31,67,150,372
Derrick Gervin,PF,26,NJN,21,0,339,93,197,0.47200000000000003,0,3,0.0,93,194,0.479,0.47200000000000003,65,89,0.73,29,36,65,8,20,7,12,47,251
Armen Gilliam,PF,25,TOT,76,66,2426,484,940,0.515,0,2,0.0,484,938,0.516,0.515,303,419,0.723,211,388,599,99,69,51,183,212,1271
Mike Gminski,C,30,PHI,81,81,2659,458,1002,0.457,3,17,0.17600000000000002,455,985,0.462,0.45899999999999996,193,235,0.821,196,491,687,128,43,102,98,136,1112
Gary Grant,PG,24,LAC,44,44,1529,241,517,0.466,5,21,0.23800000000000002,236,496,0.47600000000000003,0.47100000000000003,88,113,0.779,59,136,195,442,108,5,206,120,575
Greg Grant,PG,23,PHO,67,3,678,83,216,0.384,3,16,0.188,80,200,0.4,0.391,39,59,0.6609999999999999,16,43,59,168,36,1,77,58,208
Harvey Grant,PF,24,WSB,81,25,1846,284,601,0.473,0,8,0.0,284,593,0.479,0.473,96,137,0.701,138,204,342,131,52,43,85,194,664
Horace Grant,PF,24,CHI,80,80,2753,446,853,0.523,0,0,0.0,446,853,0.523,0.523,179,256,0.6990000000000001,236,393,629,227,92,84,110,230,1071
Stuart Gray,C,26,TOT,58,1,560,42,99,0.424,0,5,0.0,42,94,0.447,0.424,32,47,0.6809999999999999,40,105,145,19,15,26,24,90,116
Jeff Grayer,SF,24,MIL,71,40,1427,224,487,0.46,1,8,0.125,223,479,0.466,0.461,99,152,0.6509999999999999,94,123,217,107,48,10,82,125,548
A.C. Green,PF,26,LAL,82,82,2709,385,806,0.478,13,46,0.28300000000000003,372,760,0.489,0.486,278,370,0.7509999999999999,262,450,712,90,66,50,116,207,1061
Rickey Green,PG,35,IND,69,0,927,100,231,0.433,1,11,0.091,99,220,0.45,0.435,43,51,0.843,9,45,54,182,51,1,62,60,244
Sidney Green,C,29,ORL,73,31,1860,312,667,0.46799999999999997,1,3,0.33299999999999996,311,664,0.46799999999999997,0.469,136,209,0.6509999999999999,166,422,588,99,50,26,119,231,761
Dave Greenwood,PF,32,DET,37,0,205,22,52,0.423,0,0,0.0,22,52,0.423,0.423,16,29,0.552,24,54,78,12,4,9,16,40,60
Darrell Griffith,SG,31,UTA,82,1,1444,301,649,0.46399999999999997,80,215,0.37200000000000005,221,434,0.509,0.525,51,78,0.654,43,123,166,63,68,19,75,149,733
Scott Haffner,PG,23,MIA,43,6,559,88,217,0.406,3,21,0.14300000000000002,85,196,0.434,0.41200000000000003,17,25,0.68,7,44,51,80,13,2,33,53,196
Jack Haley,PF,26,TOT,67,26,1084,138,347,0.39799999999999996,0,1,0.0,138,346,0.39899999999999997,0.39799999999999996,85,125,0.68,115,185,300,26,18,12,72,170,361
Tom Hammonds,PF,22,WSB,61,8,805,129,295,0.43700000000000006,0,1,0.0,129,294,0.439,0.43700000000000006,63,98,0.643,61,107,168,51,11,14,46,98,321
Bob Hansen,SG,29,UTA,81,81,2174,265,568,0.467,54,154,0.35100000000000003,211,414,0.51,0.514,33,64,0.516,66,163,229,149,52,11,79,194,617
Bill Hanzlik,PF,32,DEN,81,0,1605,179,396,0.452,6,31,0.19399999999999998,173,365,0.474,0.46,136,183,0.743,67,140,207,186,78,29,87,249,500
Tim Hardaway,PG,23,GSW,79,78,2663,464,985,0.47100000000000003,23,84,0.27399999999999997,441,901,0.489,0.483,211,276,0.764,57,253,310,689,165,12,260,232,1162
Derek Harper,PG,28,DAL,82,82,3007,567,1161,0.488,89,240,0.371,478,921,0.519,0.527,250,315,0.794,54,190,244,609,187,26,207,224,1473
Ron Harper,SG,26,TOT,35,35,1367,301,637,0.473,14,51,0.275,287,586,0.49,0.484,182,231,0.7879999999999999,74,132,206,182,81,41,100,105,798
Steve Harris,SG,26,LAC,15,0,93,14,40,0.35,0,0,0.0,14,40,0.35,0.35,3,4,0.75,5,5,10,1,7,1,5,9,31
Scott Hastings,PF,29,DET,40,0,166,10,33,0.303,3,12,0.25,7,21,0.33299999999999996,0.348,19,22,0.8640000000000001,7,25,32,8,3,3,7,31,42
Hersey Hawkins,SG,23,PHI,82,82,2856,522,1136,0.46,84,200,0.42,438,936,0.46799999999999997,0.496,387,436,0.888,85,219,304,261,130,28,185,217,1515
Gerald Henderson,PG,34,TOT,57,0,464,53,109,0.486,17,38,0.447,36,71,0.507,0.564,12,15,0.8,11,32,43,74,16,2,24,50,135
Mike Higgins,SF,22,TOT,11,0,50,3,8,0.375,0,0,0.0,3,8,0.375,0.375,8,10,0.8,2,2,4,3,2,2,1,5,14
Rod Higgins,PF,30,GSW,82,22,1993,304,632,0.48100000000000004,67,193,0.34700000000000003,237,439,0.54,0.534,234,285,0.821,120,302,422,129,47,53,93,184,909
Roy Hinson,PF,28,NJN,25,19,793,145,286,0.507,0,0,0.0,145,286,0.507,0.507,86,99,0.8690000000000001,61,111,172,22,14,27,52,87,376
Craig Hodges,SG,29,CHI,63,0,1055,145,331,0.43799999999999994,87,181,0.48100000000000004,58,150,0.387,0.569,30,33,0.909,11,42,53,110,30,2,30,87,407
Mike Holton,PG,28,CHH,16,0,109,14,26,0.5379999999999999,0,0,0.0,14,26,0.5379999999999999,0.5379999999999999,1,2,0.5,1,1,2,16,1,0,13,19,29
Dave Hoppen,C,25,CHH,10,2,135,16,41,0.39,0,0,0.0,16,41,0.39,0.39,8,10,0.8,19,17,36,6,2,1,8,26,40
Dennis Hopson,SG,24,NJN,79,64,2551,474,1093,0.434,32,101,0.317,442,992,0.446,0.44799999999999995,271,342,0.792,113,166,279,151,100,51,168,183,1251
Tito Horford,C,24,MIL,35,0,236,18,62,0.29,0,0,0.0,18,62,0.29,0.29,15,24,0.625,19,40,59,2,5,16,14,33,51
Jeff Hornacek,SG,26,PHO,67,60,2278,483,901,0.536,40,98,0.408,443,803,0.552,0.5579999999999999,173,202,0.856,86,227,313,337,117,14,125,144,1179
Ed Horton,PF,22,WSB,45,10,374,80,162,0.494,0,4,0.0,80,158,0.506,0.494,42,69,0.609,59,49,108,19,9,5,39,63,202
Eddie Hughes,PG,29,DEN,60,7,892,83,202,0.41100000000000003,20,49,0.408,63,153,0.41200000000000003,0.46,23,34,0.6759999999999999,15,55,70,116,48,1,39,87,209
Jay Humphries,PG,27,MIL,81,81,2818,496,1005,0.494,21,70,0.3,475,935,0.508,0.504,224,285,0.7859999999999999,80,189,269,472,156,11,151,253,1237
Byron Irvin,SG,23,POR,50,2,488,96,203,0.473,5,14,0.35700000000000004,91,189,0.48100000000000004,0.485,61,91,0.67,30,44,74,47,28,1,39,40,258
Jaren Jackson,SG,22,NJN,28,0,160,25,69,0.36200000000000004,0,3,0.0,25,66,0.379,0.36200000000000004,17,21,0.81,16,8,24,13,13,1,18,16,67
Mark Jackson,PG,24,NYK,82,69,2428,327,749,0.43700000000000006,35,131,0.267,292,618,0.47200000000000003,0.46,120,165,0.727,106,212,318,604,109,4,211,121,809
Michael Jackson,PG,25,SAC,17,0,58,3,11,0.273,1,2,0.5,2,9,0.222,0.318,3,6,0.5,2,5,7,8,5,0,4,3,10
Avery Johnson,PG,24,SEA,53,10,575,55,142,0.387,1,4,0.25,54,138,0.391,0.391,29,40,0.725,21,22,43,162,26,1,48,55,140
Buck Johnson,SF,26,HOU,82,82,2832,504,1019,0.495,2,17,0.11800000000000001,502,1002,0.501,0.496,205,270,0.759,113,268,381,252,104,62,167,321,1215
Dennis Johnson*,PG,35,BOS,75,65,2036,206,475,0.434,1,24,0.042,205,451,0.455,0.435,118,140,0.843,48,153,201,485,81,14,117,179,531
Eddie Johnson,SF,30,PHO,64,4,1811,411,907,0.45299999999999996,70,184,0.38,341,723,0.47200000000000003,0.49200000000000005,188,205,0.917,69,177,246,107,32,10,108,174,1080
Eric Johnson,PG,23,UTA,48,2,272,20,84,0.23800000000000002,1,6,0.16699999999999998,19,78,0.244,0.244,13,17,0.765,8,20,28,64,17,2,26,49,54
Kevin Johnson,PG,23,PHO,74,74,2782,578,1159,0.499,8,41,0.195,570,1118,0.51,0.502,501,598,0.838,42,228,270,846,95,14,263,143,1665
Magic Johnson*,PG,30,LAL,79,79,2937,546,1138,0.48,106,276,0.384,440,862,0.51,0.526,567,637,0.89,128,394,522,907,132,34,289,167,1765
Marques Johnson,SF,33,GSW,10,0,99,12,32,0.375,2,3,0.667,10,29,0.345,0.406,14,17,0.8240000000000001,8,9,17,9,0,1,10,12,40
Steve Johnson,C,32,TOT,25,0,259,48,92,0.522,0,0,0.0,48,92,0.522,0.522,21,35,0.6,19,34,53,17,3,5,31,56,117
