Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Allan Bristow,SF,29,UTA,82,0,2001,271,611,0.444,5,18,0.278,266,593,0.449,0.44799999999999995,166,198,0.838,103,327,430,383,63,3,171,190,713
Dave Britton,PG,22,WSB,2,0,9,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,0,0.0,0,2,2,3,1,0,2,2,4
Michael Brooks,SF,22,SDC,82,0,2479,488,1018,0.479,0,6,0.0,488,1012,0.48200000000000004,0.479,226,320,0.706,210,232,442,208,99,31,163,234,1202
Fred Brown,SG,32,SEA,78,0,1986,505,1035,0.488,23,64,0.359,482,971,0.496,0.499,173,208,0.8320000000000001,53,122,175,233,88,13,131,141,1206
Lewis Brown,C,25,WSB,2,0,5,0,3,0.0,0,0,0.0,0,3,0.0,0.0,2,5,0.4,1,1,2,0,0,0,1,2,2
Rickey Brown,C,22,GSW,45,0,580,83,162,0.512,0,0,0.0,83,162,0.512,0.512,16,21,0.762,52,114,166,21,9,14,31,103,182
Joe Bryant,PF,26,SDC,82,0,2359,379,791,0.479,2,15,0.133,377,776,0.486,0.48,193,244,0.7909999999999999,146,294,440,189,72,34,176,264,953
Quinn Buckner,PG,26,MIL,82,0,2384,471,956,0.493,1,6,0.16699999999999998,470,950,0.495,0.493,149,203,0.7340000000000001,88,210,298,384,197,3,236,271,1092
Tom Burleson,C,28,ATL,31,0,363,41,99,0.414,0,0,0.0,41,99,0.414,0.414,20,41,0.488,44,50,94,12,8,19,24,73,102
Don Buse,SG,30,IND,58,0,1095,114,287,0.397,19,58,0.32799999999999996,95,229,0.415,0.43,50,65,0.769,19,65,84,140,74,8,38,61,297
Marty Byrnes,SF,24,DAL,72,0,1360,216,451,0.479,9,20,0.45,207,431,0.48,0.489,120,157,0.764,74,103,177,113,29,17,61,126,561
Mack Calvin,PG,33,CLE,21,0,128,13,39,0.33299999999999996,1,5,0.2,12,34,0.353,0.34600000000000003,25,35,0.7140000000000001,2,10,12,28,5,0,17,13,52
Austin Carr,SG,32,TOT,47,0,657,87,234,0.37200000000000005,0,7,0.0,87,227,0.38299999999999995,0.37200000000000005,34,54,0.63,22,39,61,58,15,2,41,53,208
Kenny Carr,PF,25,CLE,81,0,2615,469,918,0.511,0,4,0.0,469,914,0.513,0.511,292,409,0.7140000000000001,260,575,835,192,76,42,231,296,1230
M.L. Carr,SF,30,BOS,41,7,655,97,216,0.449,1,14,0.071,96,202,0.475,0.451,53,67,0.7909999999999999,26,57,83,56,30,18,47,74,248
Joe Barry Carroll,C,22,GSW,82,0,2919,616,1254,0.491,0,2,0.0,616,1252,0.49200000000000005,0.491,315,440,0.716,274,485,759,117,50,121,243,313,1547
Butch Carter,SF,22,LAL,54,0,672,114,247,0.462,3,10,0.3,111,237,0.46799999999999997,0.46799999999999997,70,95,0.737,34,31,65,52,23,1,50,99,301
Reggie Carter,SG,23,NYK,60,0,536,59,179,0.33,0,3,0.0,59,176,0.335,0.33,51,69,0.7390000000000001,30,39,69,76,22,2,38,68,169
Bill Cartwright,C,23,NYK,82,0,2925,619,1118,0.5539999999999999,0,1,0.0,619,1117,0.5539999999999999,0.5539999999999999,408,518,0.7879999999999999,161,452,613,111,48,83,200,259,1646
Harvey Catchings,PF,29,MIL,77,0,1635,134,300,0.447,0,0,0.0,134,300,0.447,0.447,59,92,0.6409999999999999,154,319,473,99,33,184,105,284,327
Maurice Cheeks*,PG,24,PHI,81,0,2415,310,581,0.534,3,8,0.375,307,573,0.536,0.536,140,178,0.787,67,178,245,560,193,39,174,231,763
Phil Chenier,SG,30,GSW,9,0,82,11,33,0.33299999999999996,1,3,0.33299999999999996,10,30,0.33299999999999996,0.348,6,6,1.0,1,7,8,7,0,0,4,10,29
Jim Chones,PF,31,LAL,82,0,2562,378,751,0.503,0,4,0.0,378,747,0.506,0.503,126,193,0.653,180,477,657,153,39,96,159,324,882
Art Collins,SG,26,ATL,29,0,395,35,99,0.354,0,2,0.0,35,97,0.361,0.354,24,36,0.667,19,22,41,25,11,1,32,35,94
Don Collins,SF,22,TOT,81,0,1845,360,811,0.444,0,6,0.0,360,805,0.447,0.444,211,272,0.7759999999999999,129,139,268,190,104,25,174,259,931
Doug Collins,SG,29,PHI,12,0,329,62,126,0.49200000000000005,0,0,0.0,62,126,0.49200000000000005,0.49200000000000005,24,29,0.828,6,23,29,42,7,4,22,23,148
Darwin Cook,SG,22,NJN,81,0,1980,383,819,0.46799999999999997,6,25,0.24,377,794,0.475,0.47100000000000003,132,180,0.733,96,140,236,297,141,36,176,197,904
Jeff Cook,SF,24,PHO,79,0,2192,286,616,0.46399999999999997,0,5,0.0,286,611,0.46799999999999997,0.46399999999999997,100,155,0.645,170,297,467,201,82,54,146,236,672
Michael Cooper,SG,24,LAL,81,0,2625,321,654,0.491,4,19,0.21100000000000002,317,635,0.499,0.494,117,149,0.785,121,215,336,332,133,78,164,249,763
Wayne Cooper,C,24,UTA,71,0,1420,213,471,0.452,1,3,0.33299999999999996,212,468,0.45299999999999996,0.45299999999999996,62,90,0.6890000000000001,166,274,440,52,18,51,77,219,489
Dave Corzine,C,24,SAS,82,0,1960,366,747,0.49,0,3,0.0,366,744,0.49200000000000005,0.49,125,175,0.7140000000000001,228,408,636,117,42,99,131,212,857
Charlie Criss,PG,32,ATL,66,0,1708,220,485,0.45399999999999996,1,21,0.048,219,464,0.47200000000000003,0.455,185,214,0.8640000000000001,26,74,100,283,61,3,134,87,626
Geoff Crompton,C,25,POR,6,0,33,4,8,0.5,0,0,0.0,4,8,0.5,0.5,1,5,0.2,7,11,18,2,0,2,5,4,9
Pat Cummings,C,24,MIL,74,0,1084,248,460,0.539,0,2,0.0,248,458,0.541,0.539,99,140,0.7070000000000001,97,195,292,62,31,19,114,192,595
Earl Cureton,C,23,PHI,52,0,528,93,205,0.45399999999999996,0,1,0.0,93,204,0.456,0.45399999999999996,33,64,0.516,51,104,155,25,20,23,29,68,219
Bob Dandridge,SF,33,WSB,23,0,545,101,237,0.426,0,1,0.0,101,236,0.428,0.426,28,39,0.718,19,64,83,60,16,9,33,54,230
Adrian Dantley*,SF,24,UTA,80,0,3417,909,1627,0.5589999999999999,2,7,0.28600000000000003,907,1620,0.56,0.5589999999999999,632,784,0.8059999999999999,192,317,509,322,109,18,282,245,2452
Brad Davis,PG,25,DAL,56,0,1686,230,410,0.561,3,17,0.17600000000000002,227,393,0.578,0.565,163,204,0.799,29,122,151,385,52,11,123,156,626
Johnny Davis,PG,25,IND,76,0,2536,426,917,0.465,4,33,0.121,422,884,0.47700000000000004,0.467,238,299,0.7959999999999999,56,114,170,480,95,14,167,179,1094
Monti Davis,PF,22,TOT,2,0,10,1,5,0.2,0,0,0.0,1,5,0.2,0.2,1,5,0.2,2,2,4,0,0,1,0,0,3
Ron Davis,SF,26,SDC,64,0,817,139,314,0.44299999999999995,2,8,0.25,137,306,0.44799999999999995,0.446,94,158,0.595,47,72,119,47,36,11,61,98,374
Walter Davis,SG,26,PHO,78,0,2182,593,1101,0.539,7,17,0.41200000000000003,586,1084,0.541,0.542,209,250,0.836,63,137,200,302,97,12,222,192,1402
Darryl Dawkins,C,24,PHI,76,0,2088,423,697,0.607,0,0,0.0,423,697,0.607,0.607,219,304,0.72,106,439,545,109,38,112,220,316,1065
Larry Demic,PF,23,NYK,76,0,964,128,254,0.504,0,2,0.0,128,252,0.508,0.504,58,92,0.63,114,129,243,28,12,13,58,153,314
Coby Dietrick,C,32,CHI,82,0,1243,146,320,0.456,2,6,0.33299999999999996,144,314,0.45899999999999996,0.45899999999999996,77,111,0.6940000000000001,79,186,265,118,48,53,88,176,371
James Donaldson,C,23,SEA,68,0,980,129,238,0.542,0,0,0.0,129,238,0.542,0.542,101,170,0.594,107,202,309,42,8,74,68,79,359
Jacky Dorsey,SF,26,SEA,29,0,253,20,70,0.28600000000000003,0,0,0.0,20,70,0.28600000000000003,0.28600000000000003,13,25,0.52,23,65,88,9,9,1,14,47,53
Leon Douglas,C,26,KCK,79,0,1356,185,323,0.573,0,3,0.0,185,320,0.578,0.573,102,186,0.5479999999999999,150,234,384,69,25,38,90,251,472
John Drew,SF,26,ATL,67,0,2075,500,1096,0.456,0,7,0.0,500,1089,0.45899999999999996,0.456,454,577,0.787,145,238,383,79,98,15,194,264,1454
Larry Drew,PG,22,DET,76,0,1581,197,484,0.40700000000000003,4,17,0.235,193,467,0.413,0.41100000000000003,106,133,0.797,24,96,120,249,88,7,166,125,504
Ralph Drollinger,C,26,DAL,6,0,67,7,14,0.5,0,0,0.0,7,14,0.5,0.5,1,4,0.25,5,14,19,14,1,2,13,16,15
Terry Duerod,SG-SF,24,TOT,50,0,451,104,234,0.444,8,16,0.5,96,218,0.44,0.462,31,41,0.7559999999999999,17,27,44,36,17,4,35,27,247
Mike Dunleavy,SG,26,HOU,74,0,1609,310,632,0.491,1,16,0.063,309,616,0.502,0.491,156,186,0.8390000000000001,28,90,118,268,64,2,137,165,777
T.R. Dunn,SG,25,DEN,82,0,1427,146,354,0.41200000000000003,0,2,0.0,146,352,0.415,0.41200000000000003,79,121,0.653,133,168,301,81,66,29,56,141,371
John Duren,PG,22,UTA,40,0,458,33,101,0.327,0,1,0.0,33,100,0.33,0.327,5,9,0.556,8,27,35,54,18,2,37,54,71
James Edwards,C,25,IND,81,0,2375,511,1004,0.509,0,3,0.0,511,1001,0.51,0.509,244,347,0.703,191,380,571,212,32,128,164,304,1266
Bob Elliott,C,25,NJN,73,0,1320,214,419,0.511,1,2,0.5,213,417,0.511,0.512,121,202,0.599,104,157,261,129,34,16,119,175,550
Len Elmore,C,28,MIL,72,0,925,76,212,0.358,0,0,0.0,76,212,0.358,0.358,54,75,0.72,68,140,208,69,37,52,44,178,206
Alex English*,SF,27,DEN,81,0,3093,768,1555,0.494,3,5,0.6,765,1550,0.494,0.495,390,459,0.85,273,373,646,290,106,100,241,255,1929
Julius Erving*,SF,30,PHI,82,0,2874,794,1524,0.521,4,18,0.222,790,1506,0.525,0.522,422,536,0.787,244,413,657,364,173,147,266,233,2014
Mike Evans,PG,25,MIL,71,0,911,134,291,0.46,2,14,0.14300000000000002,132,277,0.47700000000000004,0.46399999999999997,50,64,0.7809999999999999,22,65,87,167,34,4,72,114,320
Eric Fernsten,C,27,BOS,45,0,279,38,79,0.48100000000000004,0,0,0.0,38,79,0.48100000000000004,0.48100000000000004,20,30,0.667,29,33,62,10,6,7,20,29,96
Chris Ford,SG,32,BOS,82,75,2723,314,707,0.444,36,109,0.33,278,598,0.465,0.47,64,87,0.736,72,91,163,295,100,23,127,212,728
Don Ford,SF,28,CLE,64,0,996,100,224,0.446,0,3,0.0,100,221,0.452,0.446,22,24,0.917,74,90,164,84,15,12,49,100,222
Phil Ford,PG,24,KCK,66,0,2287,424,887,0.478,11,36,0.306,413,851,0.485,0.484,294,354,0.831,26,102,128,580,99,6,241,190,1153
World B. Free,SG,27,GSW,65,0,2370,516,1157,0.446,5,31,0.161,511,1126,0.45399999999999996,0.44799999999999995,528,649,0.8140000000000001,48,111,159,361,85,11,195,183,1565
Tony Fuller,SG,22,DET,15,0,248,24,66,0.364,0,1,0.0,24,65,0.369,0.364,12,16,0.75,13,29,42,28,10,1,23,25,60
Mike Gale,PG,30,TOT,77,0,1112,157,309,0.508,2,7,0.28600000000000003,155,302,0.513,0.511,55,68,0.809,16,83,99,169,94,7,77,117,371
Calvin Garrett,SF,24,HOU,70,0,1638,188,415,0.45299999999999996,1,3,0.33299999999999996,187,412,0.45399999999999996,0.45399999999999996,50,62,0.8059999999999999,85,179,264,132,50,10,90,167,427
Gus Gerard,SF,27,TOT,27,0,252,41,111,0.369,0,4,0.0,41,107,0.38299999999999995,0.369,27,40,0.675,30,37,67,15,10,9,15,41,109
George Gervin*,SG,28,SAS,82,0,2765,850,1729,0.49200000000000005,9,35,0.257,841,1694,0.496,0.494,512,620,0.826,126,293,419,260,94,56,251,212,2221
Artis Gilmore*,C,31,CHI,82,0,2832,547,816,0.67,0,0,0.0,547,816,0.67,0.67,375,532,0.705,220,608,828,172,47,198,236,295,1469
Mike Glenn,PG,25,NYK,82,0,1506,285,511,0.5579999999999999,4,11,0.364,281,500,0.562,0.562,98,110,0.8909999999999999,27,61,88,108,72,5,62,126,672
Mike Gminski,C,21,NJN,56,0,1579,291,688,0.423,0,1,0.0,291,687,0.424,0.423,155,202,0.767,137,282,419,72,54,100,128,127,737
Glen Gondrezick,PF,25,DEN,73,0,1077,155,329,0.47100000000000003,0,2,0.0,155,327,0.474,0.47100000000000003,112,137,0.818,136,171,307,83,91,20,69,185,422
Rickey Green,PG,26,UTA,47,0,1307,176,366,0.48100000000000004,0,1,0.0,176,365,0.48200000000000004,0.48100000000000004,70,97,0.722,30,86,116,235,75,1,83,123,422
Dave Greenwood,PF,23,CHI,82,0,2710,481,989,0.486,0,2,0.0,481,987,0.48700000000000004,0.486,217,290,0.748,243,481,724,218,77,124,192,282,1179
Kevin Grevey,SG,27,WSB,75,0,2616,500,1103,0.45299999999999996,45,136,0.331,455,967,0.47100000000000003,0.474,244,290,0.841,67,152,219,300,68,17,144,161,1289
Paul Griffin,PF,27,SAS,82,0,1930,166,325,0.511,0,0,0.0,166,325,0.511,0.511,170,253,0.672,184,321,505,249,77,38,132,207,502
Darrell Griffith,SG,22,UTA,81,0,2867,716,1544,0.46399999999999997,10,52,0.192,706,1492,0.473,0.467,229,320,0.716,79,209,288,194,106,40,231,219,1671
Bob Gross,SF,27,POR,82,0,1934,253,479,0.528,0,9,0.0,253,470,0.5379999999999999,0.528,135,159,0.8490000000000001,126,202,328,251,90,67,151,238,641
Ernie Grunfeld,SF,25,KCK,79,0,1584,260,486,0.535,0,0,0.0,260,486,0.535,0.535,75,101,0.743,31,175,206,205,60,15,88,155,595
Roy Hamilton,PG,23,POR,1,0,5,1,3,0.33299999999999996,0,0,0.0,1,3,0.33299999999999996,0.33299999999999996,1,2,0.5,2,1,3,0,0,0,1,1,3
Bill Hanzlik,SF,23,SEA,74,0,1259,138,289,0.478,1,5,0.2,137,284,0.48200000000000004,0.479,119,150,0.7929999999999999,67,86,153,111,58,20,84,168,396
Alan Hardy,SG,23,LAL,22,0,111,22,59,0.373,0,0,0.0,22,59,0.373,0.373,7,10,0.7,8,11,19,3,1,9,11,13,51
James Hardy,PF,24,UTA,23,0,509,52,111,0.46799999999999997,0,0,0.0,52,111,0.46799999999999997,0.46799999999999997,11,20,0.55,39,94,133,36,21,20,23,58,115
Mike Harper,PF,23,POR,55,0,461,56,136,0.41200000000000003,0,3,0.0,56,133,0.42100000000000004,0.41200000000000003,37,85,0.435,28,65,93,17,23,20,32,73,149
Joe Hassett,SG,25,TOT,41,0,714,143,340,0.42100000000000004,53,156,0.34,90,184,0.489,0.499,17,21,0.81,24,44,68,74,13,2,22,65,356
Steve Hawes,C,30,ATL,74,0,2309,333,637,0.523,1,4,0.25,332,633,0.524,0.524,222,278,0.799,165,396,561,168,73,32,161,289,889
Elvin Hayes*,PF,35,WSB,81,0,2931,584,1296,0.451,0,10,0.0,584,1286,0.45399999999999996,0.451,271,439,0.617,235,554,789,98,68,171,189,300,1439
Gar Heard,PF,32,SDC,78,0,1631,149,396,0.376,0,7,0.0,149,389,0.38299999999999995,0.376,79,101,0.782,120,228,348,122,104,72,81,196,377
Gerald Henderson,PG,25,BOS,82,10,1608,261,579,0.451,1,16,0.063,260,563,0.462,0.452,113,157,0.72,43,89,132,213,79,12,160,177,636
Tom Henderson,SG,29,HOU,66,0,1411,137,332,0.413,0,3,0.0,137,329,0.41600000000000004,0.413,78,95,0.821,30,74,104,307,53,4,93,111,352
Keith Herron,SG,24,DET,80,0,2270,432,954,0.45299999999999996,2,11,0.182,430,943,0.456,0.45399999999999996,228,267,0.8540000000000001,98,113,211,148,91,26,153,154,1094
Kenny Higgs,PG,26,DEN,72,0,1689,209,474,0.441,4,34,0.11800000000000001,205,440,0.466,0.445,140,172,0.8140000000000001,24,121,145,408,101,6,166,243,562
Johnny High,PG,23,PHO,81,0,1750,246,576,0.42700000000000005,2,24,0.083,244,552,0.442,0.429,183,264,0.693,89,139,228,202,129,26,188,251,677
Armond Hill,PG,27,TOT,75,0,1738,117,335,0.349,0,7,0.0,117,328,0.35700000000000004,0.349,141,172,0.82,41,118,159,292,66,11,127,207,375
Brad Holland,SG,24,LAL,41,0,295,47,111,0.423,1,3,0.33299999999999996,46,108,0.426,0.428,35,49,0.7140000000000001,9,20,29,23,21,1,31,44,130
Lionel Hollins,PG,27,PHI,82,0,2154,327,696,0.47,2,15,0.133,325,681,0.47700000000000004,0.47100000000000003,125,171,0.731,47,144,191,352,104,18,207,205,781
Cedrick Hordges,PF,24,DEN,68,0,1599,221,480,0.46,0,3,0.0,221,477,0.46299999999999997,0.46,130,186,0.6990000000000001,120,338,458,104,33,19,120,226,572
Phil Hubbard,PF,24,DET,80,0,2289,433,880,0.49200000000000005,1,3,0.33299999999999996,432,877,0.493,0.493,294,426,0.69,236,350,586,150,80,20,229,317,1161
Kim Hughes,C,28,TOT,53,0,490,27,70,0.386,0,0,0.0,27,70,0.386,0.386,1,2,0.5,48,79,127,35,28,35,44,106,55
Geoff Huston,PG,23,TOT,81,0,2434,461,942,0.489,1,5,0.2,460,937,0.491,0.49,150,212,0.708,45,93,138,394,58,7,179,148,1073
Dan Issel*,C,32,DEN,80,0,2641,614,1220,0.503,2,12,0.16699999999999998,612,1208,0.507,0.504,519,684,0.759,229,447,676,158,83,53,130,249,1749
Tony Jackson,PG,23,LAL,2,0,14,1,3,0.33299999999999996,0,0,0.0,1,3,0.33299999999999996,0.33299999999999996,0,0,0.0,0,2,2,2,2,0,0,1,2
Abdul Jeelani,SF,26,DAL,66,0,1108,187,440,0.425,0,1,0.0,187,439,0.426,0.425,179,220,0.8140000000000001,83,147,230,65,44,31,87,123,553
Clemon Johnson,C,24,IND,81,0,1643,235,466,0.504,0,1,0.0,235,465,0.505,0.504,112,189,0.593,173,295,468,144,44,119,121,185,582
Dennis Johnson*,PG,26,PHO,79,0,2615,532,1220,0.436,11,51,0.21600000000000003,521,1169,0.446,0.441,411,501,0.82,160,203,363,291,136,61,208,244,1486
Eddie Johnson,SG,25,ATL,75,0,2693,573,1136,0.504,6,20,0.3,567,1116,0.508,0.507,279,356,0.784,60,119,179,407,126,11,197,188,1431
George Johnson,C,32,SAS,82,0,1935,164,347,0.473,0,0,0.0,164,347,0.473,0.473,80,109,0.7340000000000001,215,387,602,92,47,278,110,273,408
George Johnson,PF,24,IND,43,0,930,182,394,0.462,0,5,0.0,182,389,0.46799999999999997,0.462,93,122,0.762,99,179,278,86,47,23,85,120,457
John Johnson,SF,33,SEA,80,0,2324,373,866,0.431,0,1,0.0,373,865,0.431,0.431,173,214,0.8079999999999999,135,227,362,312,57,25,230,202,919
Lee Johnson,PF,23,TOT,12,0,90,7,25,0.28,0,0,0.0,7,25,0.28,0.28,3,5,0.6,6,16,22,1,0,5,7,18,17
Magic Johnson*,SG,21,LAL,37,0,1371,312,587,0.532,3,17,0.17600000000000002,309,570,0.542,0.534,171,225,0.76,101,219,320,317,127,27,143,100,798
Marques Johnson,SF,24,MIL,76,0,2542,636,1153,0.552,0,9,0.0,636,1144,0.556,0.552,269,381,0.706,225,293,518,346,115,41,190,196,1541
Mickey Johnson,PF,28,MIL,82,0,2118,379,846,0.44799999999999995,3,18,0.16699999999999998,376,828,0.45399999999999996,0.45,262,332,0.789,183,362,545,286,94,71,230,256,1023
Ollie Johnson,SF,31,PHI,40,0,372,87,158,0.551,1,6,0.16699999999999998,86,152,0.5660000000000001,0.5539999999999999,27,31,0.871,8,47,55,30,20,2,25,45,202
Reggie Johnson,PF,23,SAS,79,0,1716,340,682,0.499,0,1,0.0,340,681,0.499,0.499,128,193,0.6629999999999999,132,226,358,78,45,48,130,283,808
Vinnie Johnson,PG,24,SEA,81,0,2311,419,785,0.534,1,5,0.2,418,780,0.536,0.534,214,270,0.7929999999999999,193,173,366,341,78,20,216,198,1053
Bobby Jones*,PF,29,PHI,81,0,2046,407,755,0.539,0,3,0.0,407,752,0.541,0.539,282,347,0.813,142,293,435,226,95,74,149,226,1096
Caldwell Jones,C,30,PHI,81,0,2639,218,485,0.449,0,0,0.0,218,485,0.449,0.449,148,193,0.767,200,613,813,122,53,134,168,271,584
Dwight Jones,PF,28,CHI,81,0,1574,245,507,0.483,0,0,0.0,245,507,0.483,0.483,125,161,0.7759999999999999,127,274,401,99,40,36,126,200,615
Edgar Jones,PF,24,NJN,60,0,950,189,357,0.529,0,4,0.0,189,353,0.535,0.529,146,218,0.67,92,171,263,43,36,81,101,185,524
Major Jones,PF,27,HOU,68,0,1003,117,252,0.46399999999999997,0,1,0.0,117,251,0.466,0.46399999999999997,64,101,0.634,96,138,234,41,18,23,57,112,298
Eddie Jordan,PG,26,TOT,74,0,1226,150,352,0.426,6,22,0.273,144,330,0.436,0.435,87,127,0.685,30,68,98,241,98,8,143,165,393
Walter Jordan,SF,24,CLE,30,0,207,29,75,0.387,0,0,0.0,29,75,0.387,0.387,10,17,0.588,23,19,42,11,11,5,17,35,68
Jeff Judkins,SF,24,UTA,62,0,666,92,216,0.426,9,28,0.321,83,188,0.441,0.447,45,51,0.882,29,64,93,59,16,2,30,84,238
Clarence Kea,PF,21,DAL,16,0,199,37,81,0.457,0,1,0.0,37,80,0.46299999999999997,0.457,43,62,0.6940000000000001,28,39,67,5,6,1,16,44,117
Rich Kelley,C,27,PHO,81,0,1686,196,387,0.506,0,2,0.0,196,385,0.509,0.506,175,231,0.758,131,310,441,282,79,63,209,210,567
Greg Kelser,SF,23,DET,25,0,654,120,285,0.42100000000000004,0,2,0.0,120,283,0.424,0.42100000000000004,68,106,0.642,53,67,120,45,34,29,78,89,308
Larry Kenon,SF,28,CHI,77,0,2161,454,946,0.48,0,0,0.0,454,946,0.48,0.48,180,245,0.735,179,219,398,120,75,18,161,160,1088
Chad Kinch,SG,22,TOT,41,0,353,52,141,0.369,0,0,0.0,52,141,0.369,0.369,14,18,0.778,7,26,33,45,11,6,30,33,118
Bernard King*,SF,24,GSW,81,0,2914,731,1244,0.588,2,6,0.33299999999999996,729,1238,0.589,0.588,307,437,0.703,178,373,551,287,72,34,265,304,1771
Reggie King,PF,23,KCK,81,0,2743,472,867,0.544,0,0,0.0,472,867,0.544,0.544,264,386,0.684,235,551,786,122,102,41,164,227,1208
Billy Knight,SG,28,IND,82,0,2385,546,1025,0.5329999999999999,3,19,0.158,543,1006,0.54,0.534,341,410,0.8320000000000001,191,219,410,157,84,12,177,155,1436
Joel Kramer,PF,25,PHO,82,0,1065,136,258,0.527,0,1,0.0,136,257,0.529,0.527,63,91,0.6920000000000001,77,155,232,88,35,17,67,132,335
Wayne Kreklow,SG,24,BOS,25,0,100,11,47,0.23399999999999999,1,4,0.25,10,43,0.233,0.245,7,10,0.7,2,10,12,9,2,1,10,20,30
Kevin Kunnert,C,29,POR,55,0,842,101,216,0.46799999999999997,0,0,0.0,101,216,0.46799999999999997,0.46799999999999997,42,54,0.778,98,189,287,67,17,32,50,143,244
Mitch Kupchak,PF,26,WSB,82,0,1934,392,747,0.525,0,1,0.0,392,746,0.525,0.525,240,340,0.706,198,371,569,62,36,26,161,195,1024
Sam Lacey,C,32,KCK,82,0,2228,237,536,0.442,1,5,0.2,236,531,0.444,0.44299999999999995,92,117,0.7859999999999999,131,453,584,399,95,120,182,302,567
Tom LaGarde,C,25,DAL,82,0,2670,417,888,0.47,0,0,0.0,417,888,0.47,0.47,288,444,0.649,177,488,665,237,35,45,206,293,1122
