Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Dan Godfread,C,23,MIN,10,20,20.3,0.47200000000000003,0.083,0.33299999999999996,0.0,12.4,5.8,0.0,2.6,12.7,0.0,29.6,0.0,0.0,0.1,0.142,-4.7,-0.6,-5.3,0.0
Jim Grandholm,PF,30,DAL,26,168,16.5,0.5870000000000001,0.293,0.36200000000000004,13.6,20.3,17.0,7.4,0.6,3.0,14.1,20.6,0.3,0.2,0.4,0.12300000000000001,0.7,-1.5,-0.9,0.0
Gary Grant,PG,25,LAC,68,2105,12.1,0.47600000000000003,0.066,0.126,3.5,7.3,5.3,38.2,2.4,0.3,25.3,16.0,-0.4,2.1,1.7,0.038,-1.9,-0.7,-2.6,-0.3
Greg Grant,PG,24,NYK,22,107,9.2,0.439,0.111,0.222,1.1,9.4,5.4,25.4,4.3,0.0,25.2,16.2,-0.1,0.2,0.0,0.012,-4.8,0.6,-4.2,-0.1
Harvey Grant,PF,25,WSB,77,2842,16.5,0.527,0.012,0.203,6.9,14.6,10.7,11.2,1.6,1.3,8.6,21.4,3.7,3.0,6.7,0.11199999999999999,0.7,0.4,1.1,2.2
Horace Grant,PF,25,CHI,78,2641,17.6,0.585,0.008,0.37799999999999995,12.0,17.3,14.7,8.8,1.8,1.6,9.7,15.3,6.6,3.8,10.3,0.188,2.6,1.8,4.4,4.3
Stuart Gray,C,27,NYK,8,37,5.1,0.413,0.0,0.25,6.4,24.3,15.5,0.0,0.0,1.6,13.1,18.1,-0.1,0.0,0.0,-0.013000000000000001,-10.1,-5.3,-15.3,-0.1
Jeff Grayer,SG,25,MIL,82,1422,11.8,0.474,0.006,0.303,9.1,11.5,10.3,12.5,1.7,0.4,13.5,19.2,0.3,1.2,1.5,0.049,-2.0,-0.5,-2.5,-0.2
A.C. Green,PF,27,LAL,82,2164,13.8,0.556,0.10099999999999999,0.557,11.3,16.2,13.8,4.5,1.4,0.6,12.8,15.6,3.2,2.9,6.1,0.135,0.0,0.6,0.5,1.4
Rickey Green,PG,36,PHI,79,2248,13.1,0.506,0.05,0.195,1.7,5.1,3.4,27.4,1.3,0.2,12.1,17.3,2.3,1.0,3.3,0.07,-0.7,-2.6,-3.3,-0.7
Sidney Green,PF,30,SAS,66,1099,11.6,0.515,0.008,0.273,10.4,20.5,15.7,6.8,1.4,0.7,17.1,19.7,0.1,1.9,1.9,0.085,-3.0,0.0,-3.0,-0.3
Dave Greenwood,PF,33,SAS,63,1018,7.8,0.568,0.012,0.556,7.0,16.5,12.0,6.6,1.4,1.5,25.2,11.5,0.0,1.6,1.7,0.079,-3.3,1.9,-1.4,0.2
Darrell Griffith,SG,32,UTA,75,1005,8.6,0.46299999999999997,0.31,0.10099999999999999,2.1,8.0,5.3,5.8,2.1,0.4,9.4,22.6,-1.1,1.2,0.0,0.002,-3.3,-1.6,-5.0,-0.8
Scott Haffner,PG,24,CHH,7,50,9.9,0.38799999999999996,0.095,0.095,4.5,4.7,4.6,26.9,3.0,1.2,15.5,22.1,-0.1,0.0,-0.1,-0.057999999999999996,-3.9,-1.4,-5.3,0.0
Jack Haley,PF,27,NJN,78,1178,11.8,0.513,0.0,0.528,12.0,20.0,15.8,3.8,0.8,1.0,13.0,16.6,0.9,1.3,2.2,0.09,-3.0,-1.6,-4.7,-0.8
Tom Hammonds,PF,23,WSB,70,1023,9.6,0.495,0.012,0.235,6.2,15.9,11.0,6.0,0.7,0.4,12.7,17.3,0.0,0.8,0.8,0.038,-4.1,-1.8,-5.9,-1.0
Bob Hansen,SG,30,SAC,36,811,8.1,0.42100000000000004,0.27,0.141,4.5,9.1,6.7,16.7,1.2,0.4,11.1,16.5,-0.5,0.4,-0.1,-0.004,-2.8,-1.4,-4.2,-0.4
Tim Hardaway,PG,24,GSW,82,3215,20.9,0.547,0.162,0.24600000000000002,3.0,8.4,5.7,36.8,3.1,0.2,13.6,24.7,7.4,2.5,9.9,0.14800000000000002,4.7,-0.7,4.0,4.9
Derek Harper,PG,29,DAL,77,2879,19.4,0.5429999999999999,0.201,0.319,2.3,6.9,4.6,30.7,2.6,0.3,11.2,24.2,5.7,2.0,7.6,0.127,4.1,-1.3,2.8,3.5
Ron Harper,SG,27,LAC,39,1383,14.5,0.46299999999999997,0.203,0.298,4.4,10.3,7.3,23.2,2.3,1.5,13.5,28.0,-0.8,1.6,0.9,0.03,0.3,0.4,0.7,1.0
Tony Harris,SG,23,PHI,6,41,-5.0,0.282,0.125,0.25,0.0,2.7,1.4,0.0,1.2,0.0,14.5,22.1,-0.2,0.0,-0.2,-0.248,-12.5,-4.8,-17.4,-0.2
Scott Hastings,PF,30,DET,27,113,15.8,0.7120000000000001,0.14300000000000002,0.46399999999999997,14.1,14.2,14.2,9.3,0.0,0.0,17.2,15.8,0.4,0.1,0.5,0.21600000000000003,2.6,-1.3,1.3,0.1
Hersey Hawkins,SG,24,PHI,80,3110,19.4,0.5920000000000001,0.21600000000000003,0.44,1.8,9.3,5.6,15.3,2.9,0.7,12.5,24.0,6.5,3.3,9.8,0.151,3.4,0.0,3.5,4.3
Gerald Henderson,PG,35,DET,23,392,10.1,0.48700000000000004,0.179,0.179,2.3,8.5,5.4,23.3,1.6,0.3,18.2,17.3,0.0,0.5,0.5,0.061,-2.1,-0.3,-2.4,0.0
Steve Henson,PG,22,MIL,68,690,11.5,0.516,0.28600000000000003,0.222,2.4,6.5,4.4,26.2,2.3,0.0,17.2,15.6,0.7,0.6,1.2,0.085,-1.1,-2.2,-3.4,-0.2
Mike Higgins,SF,23,SAC,7,61,4.1,0.612,0.0,0.7,7.2,1.9,4.6,4.8,0.0,2.1,23.4,12.2,0.0,0.0,0.0,0.017,-4.1,-1.7,-5.8,-0.1
Rod Higgins,SF,31,GSW,82,2024,13.4,0.589,0.39399999999999996,0.40399999999999997,5.9,13.3,9.6,7.2,1.2,1.1,9.0,14.3,4.2,1.2,5.3,0.127,1.7,-0.7,0.9,1.5
Sean Higgins,SF,22,SAS,50,464,9.1,0.49700000000000005,0.09,0.156,4.5,10.2,7.5,11.6,0.8,0.1,17.8,24.8,-0.5,0.5,0.0,0.0,-4.3,-2.5,-6.8,-0.6
Tyrone Hill,PF,22,GSW,74,1192,10.5,0.5329999999999999,0.0,0.508,14.5,20.9,17.7,2.1,1.3,1.5,16.4,14.7,0.9,1.1,2.1,0.084,-2.4,-1.5,-3.9,-0.6
Roy Hinson,PF,29,NJN,9,91,11.1,0.508,0.0,0.077,6.7,15.6,11.0,7.1,0.0,1.9,13.0,20.5,0.0,0.1,0.1,0.036000000000000004,-4.1,-2.4,-6.5,-0.1
Craig Hodges,SG,30,CHI,73,843,12.4,0.509,0.33399999999999996,0.078,1.4,4.4,2.9,15.4,2.0,0.1,9.0,19.8,1.0,0.8,1.7,0.099,-0.2,-3.1,-3.3,-0.3
Dave Hoppen,C,26,TOT,30,155,11.7,0.596,0.045,0.5,13.1,15.7,14.4,2.9,1.0,0.4,19.5,18.5,0.1,0.1,0.2,0.073,-2.5,-3.3,-5.8,-0.1
Dennis Hopson,SF,25,CHI,61,728,10.0,0.47100000000000003,0.02,0.34,8.0,9.6,8.8,11.5,1.7,1.2,17.4,19.9,-0.3,0.8,0.5,0.035,-3.2,-0.5,-3.8,-0.3
Jeff Hornacek,SG,27,PHO,80,2733,17.8,0.5870000000000001,0.139,0.213,3.1,9.4,6.4,21.2,1.9,0.3,10.2,19.1,6.9,2.8,9.7,0.171,3.6,0.1,3.7,4.0
Jay Humphries,PG,28,MIL,80,2726,17.4,0.57,0.168,0.249,2.4,7.3,4.8,29.7,2.4,0.2,12.4,19.1,6.3,2.3,8.6,0.152,3.0,-1.1,2.0,2.7
Byron Irvin,SG,24,WSB,33,316,17.5,0.5489999999999999,0.039,0.473,8.3,7.3,7.8,11.4,2.3,0.4,9.3,22.7,0.7,0.3,0.9,0.14300000000000002,0.7,-1.9,-1.2,0.1
Mark Jackson,PG,25,NYK,72,1595,18.2,0.545,0.1,0.315,4.6,9.5,7.1,42.2,1.9,0.3,18.9,19.5,2.7,1.5,4.2,0.126,1.7,-1.4,0.4,1.0
Dave Jamerson,SG,23,HOU,37,202,12.2,0.452,0.168,0.239,4.8,11.0,7.9,20.8,1.4,0.3,13.8,29.5,-0.1,0.2,0.1,0.026000000000000002,-2.8,-2.2,-5.0,-0.2
Henry James,PF,25,CLE,37,505,14.7,0.525,0.23600000000000002,0.28300000000000003,6.0,12.1,9.1,10.6,1.5,0.6,11.5,27.9,0.2,0.4,0.6,0.053,-0.3,-3.2,-3.5,-0.2
Les Jepsen,C,23,GSW,21,105,7.7,0.35,0.027999999999999997,0.25,17.8,21.0,19.4,1.2,0.4,1.7,7.0,16.3,-0.1,0.1,0.0,0.01,-5.7,-4.2,-9.9,-0.2
Avery Johnson,PG,25,TOT,68,959,13.4,0.507,0.032,0.314,2.4,6.0,4.3,31.4,2.3,0.2,19.0,16.2,0.7,0.9,1.6,0.08199999999999999,-1.8,-1.8,-3.6,-0.4
Buck Johnson,SF,27,HOU,73,2279,12.9,0.512,0.017,0.247,5.1,10.3,7.7,9.2,1.7,1.2,11.2,19.7,1.6,3.0,4.6,0.09699999999999999,-1.5,1.0,-0.5,0.9
Eddie Johnson,SG,31,TOT,81,2085,17.8,0.5479999999999999,0.107,0.22899999999999998,6.0,9.3,7.7,8.5,1.4,0.3,9.0,27.2,4.3,1.2,5.5,0.127,1.8,-3.1,-1.3,0.4
Kevin Johnson,PG,24,PHO,77,2772,23.7,0.604,0.038,0.5379999999999999,2.2,8.1,5.3,40.7,2.8,0.2,16.0,24.8,9.5,3.3,12.7,0.22,5.6,-0.4,5.2,5.1
Magic Johnson*,PG,31,LAL,79,2933,25.1,0.623,0.256,0.5870000000000001,4.3,16.9,10.9,49.3,1.8,0.3,20.4,22.9,11.2,4.2,15.4,0.251,7.1,1.2,8.3,7.6
Steve Johnson,C,33,GSW,24,228,9.6,0.568,0.0,0.5870000000000001,8.7,18.8,13.8,9.9,0.8,1.0,24.0,18.3,0.0,0.2,0.2,0.034,-3.3,-1.2,-4.4,-0.1
Vinnie Johnson,SG,34,DET,82,2390,12.8,0.466,0.036000000000000004,0.223,5.2,8.2,6.7,17.8,1.6,0.4,10.3,21.0,1.0,2.8,3.8,0.077,-0.6,0.6,-0.1,1.2
Charles Jones,C,33,WSB,62,1499,9.4,0.5579999999999999,0.0,0.40299999999999997,8.6,17.6,13.1,4.0,1.7,4.9,24.0,5.3,0.6,2.3,2.9,0.092,-3.3,4.5,1.2,1.2
Michael Jordan*,SG,27,CHI,82,3034,31.6,0.605,0.051,0.365,4.6,14.3,9.5,25.2,3.7,1.7,8.7,32.9,14.9,5.4,20.3,0.321,8.9,1.8,10.8,9.8
Shawn Kemp,PF,21,SEA,81,2442,17.6,0.551,0.013000000000000001,0.48,12.9,20.5,16.6,8.5,1.6,3.3,15.5,22.4,3.1,3.0,6.1,0.121,0.8,1.1,1.9,2.4
Steve Kerr,PG,25,CLE,57,905,10.9,0.55,0.278,0.23800000000000002,0.6,4.1,2.4,20.3,1.6,0.3,14.0,13.8,0.9,0.4,1.3,0.071,-1.7,-2.9,-4.5,-0.6
Jerome Kersey,SF,28,POR,73,2359,15.6,0.526,0.015,0.369,8.0,14.5,11.3,13.4,2.0,2.0,12.6,20.3,2.9,3.8,6.7,0.136,0.4,2.5,2.9,2.9
Alec Kessler,C,24,MIA,78,1259,8.4,0.462,0.009000000000000001,0.28,10.0,20.0,14.9,3.7,0.7,1.3,17.0,20.5,-1.4,1.2,-0.1,-0.005,-5.9,-1.9,-7.8,-1.8
Randolph Keys,SF,24,CHH,44,473,7.3,0.439,0.09699999999999999,0.228,9.5,15.0,12.2,5.4,2.3,2.0,18.0,17.5,-0.6,0.5,-0.2,-0.018000000000000002,-4.7,0.6,-4.1,-0.2
Bo Kimble,SG,24,LAC,62,1004,7.7,0.456,0.156,0.285,4.4,8.4,6.4,10.8,1.4,0.5,14.1,22.1,-0.8,0.8,0.0,0.0,-3.7,-1.6,-5.3,-0.8
Bernard King*,SF,34,WSB,64,2401,19.1,0.527,0.024,0.321,5.2,9.4,7.3,21.8,1.1,0.4,12.9,34.4,1.9,1.6,3.5,0.07,2.4,-2.2,0.1,1.3
Stacey King,PF,24,CHI,76,1198,10.2,0.523,0.006,0.455,7.2,13.2,10.2,6.9,1.0,2.2,18.5,17.6,0.1,1.4,1.5,0.059000000000000004,-3.2,-0.1,-3.3,-0.4
Greg Kite,C,29,ORL,82,2225,7.4,0.504,0.0,0.364,9.0,20.1,14.4,3.5,0.5,2.2,20.6,9.0,0.0,2.0,2.0,0.043,-3.4,1.7,-1.7,0.2
Joe Kleine,C,29,BOS,72,850,9.9,0.519,0.009000000000000001,0.317,10.1,20.7,15.8,3.0,0.9,0.9,17.6,14.9,0.2,1.0,1.2,0.069,-3.5,-1.3,-4.8,-0.6
Negele Knight,PG,23,PHO,64,792,12.1,0.47100000000000003,0.081,0.38299999999999995,2.9,6.7,4.9,32.6,1.2,0.5,17.4,22.4,0.0,0.6,0.6,0.037000000000000005,-1.9,-2.7,-4.5,-0.5
Bart Kofoed,SG,26,GSW,5,21,0.7,0.266,0.0,2.0,10.5,5.2,7.9,21.2,0.0,0.0,26.2,14.5,0.0,0.0,-0.1,-0.11599999999999999,-6.5,-2.9,-9.4,0.0
Jon Koncak,C,27,ATL,77,1931,8.4,0.45399999999999996,0.025,0.168,5.5,16.0,10.6,8.3,1.9,2.4,12.7,8.4,0.6,1.9,2.5,0.062,-2.3,3.0,0.7,1.3
Frank Kornet,PF,24,MIL,32,157,6.2,0.428,0.29,0.21,7.5,10.8,9.1,8.3,1.6,0.4,14.0,21.5,-0.2,0.1,-0.1,-0.023,-4.0,-2.5,-6.4,-0.2
Bill Laimbeer,C,33,DET,82,2668,14.2,0.536,0.161,0.18899999999999997,7.4,24.2,15.8,8.8,0.7,1.3,10.4,15.5,3.6,4.4,8.0,0.14400000000000002,-0.1,2.2,2.1,2.7
Jerome Lane,PF,24,DEN,62,1383,12.8,0.44299999999999995,0.009000000000000001,0.306,17.4,22.5,19.7,10.6,1.6,0.5,16.7,16.0,0.1,0.5,0.6,0.021,-1.4,0.1,-1.4,0.2
Andrew Lang,C,24,PHO,63,1152,13.6,0.632,0.005,0.688,11.3,17.2,14.4,2.9,0.7,6.3,15.5,10.3,1.9,1.8,3.7,0.155,-0.7,3.1,2.4,1.3
Eric Leckner,C,24,TOT,72,1122,7.5,0.473,0.0,0.37799999999999995,8.1,22.4,15.1,5.0,0.6,1.2,16.8,15.8,-0.8,1.0,0.2,0.006999999999999999,-5.4,-0.8,-6.2,-1.2
Kurk Lee,PG,23,NJN,48,265,5.6,0.396,0.21100000000000002,0.39399999999999996,2.7,9.5,5.9,16.8,2.0,0.4,19.4,15.7,-0.3,0.2,-0.1,-0.013000000000000001,-5.7,-1.1,-6.7,-0.3
Tim Legler,SG,24,DEN,10,148,6.4,0.389,0.16699999999999998,0.083,4.7,7.1,5.7,9.9,0.6,0.0,5.1,18.7,-0.1,-0.1,-0.1,-0.046,-3.7,-4.2,-8.0,-0.2
Gary Leonard,C,23,ATL,4,9,8.7,0.568,0.0,0.0,0.0,25.1,12.1,0.0,0.0,6.7,0.0,8.1,0.0,0.0,0.0,0.114,-6.6,-0.6,-7.2,0.0
Jim Les,PG,27,SAC,55,1399,13.7,0.63,0.575,0.384,1.4,7.7,4.5,30.6,2.1,0.2,19.3,12.1,2.7,0.9,3.6,0.125,0.9,-2.1,-1.2,0.3
Clifford Lett,PG,25,SAS,7,99,6.9,0.516,0.034,0.31,1.2,6.4,3.9,9.8,1.0,0.6,19.5,17.2,-0.1,0.1,0.0,0.013999999999999999,-4.9,-1.4,-6.4,-0.1
Fat Lever,SG,30,DAL,4,86,13.5,0.49700000000000005,0.13,0.609,4.0,15.9,9.9,19.5,3.6,2.2,25.5,20.2,-0.1,0.1,0.0,0.013999999999999999,-3.9,2.3,-1.6,0.0
Cliff Levingston,PF,30,CHI,78,1013,11.5,0.488,0.013999999999999999,0.32299999999999995,11.7,14.4,13.1,7.0,1.4,2.7,13.4,15.7,0.7,1.4,2.0,0.095,-1.9,0.7,-1.2,0.2
Reggie Lewis,SG,25,BOS,79,2878,16.2,0.54,0.011000000000000001,0.27899999999999997,5.0,10.3,7.9,9.6,1.7,1.7,9.7,22.2,4.5,3.0,7.5,0.124,0.7,0.1,0.8,2.0
Marcus Liberty,SF,22,DEN,76,1171,10.4,0.45799999999999996,0.111,0.179,8.6,9.3,8.9,6.8,1.7,0.9,11.4,18.8,-0.1,0.1,-0.1,-0.004,-2.4,-2.1,-4.5,-0.7
Todd Lichti,SG,24,DEN,29,860,13.6,0.496,0.124,0.183,4.9,7.7,6.1,10.5,2.3,0.5,7.5,18.1,0.9,0.1,1.0,0.055,0.0,-1.3,-1.2,0.2
Alton Lister,C,32,GSW,77,1552,10.7,0.509,0.003,0.514,8.6,25.7,17.1,7.7,0.6,3.4,18.0,15.1,0.2,1.7,1.9,0.057999999999999996,-3.5,1.1,-2.4,-0.1
Ian Lockhart,SF,23,PHO,1,2,76.3,1.064,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.3,0.0,0.0,0.0,1.084,27.3,-11.0,16.4,0.0
Brad Lohaus,PF,26,MIL,81,1219,11.9,0.488,0.287,0.13,5.7,15.7,10.6,8.9,2.0,3.9,12.0,17.6,0.1,1.7,1.8,0.071,-2.0,1.5,-0.5,0.5
Grant Long,PF,24,MIA,80,2514,12.2,0.5539999999999999,0.011000000000000001,0.41,9.8,15.5,12.6,9.7,2.3,1.0,19.1,13.3,2.0,3.0,5.0,0.095,-0.7,2.5,1.8,2.4
John Long,SG,34,DET,25,256,11.9,0.5,0.071,0.294,4.0,10.3,7.1,10.5,1.8,0.5,12.7,18.9,0.1,0.3,0.5,0.09,-2.5,0.1,-2.5,0.0
Rick Mahorn,C,32,PHI,80,2439,11.8,0.535,0.016,0.429,7.1,21.2,14.3,6.8,1.6,1.4,16.0,14.2,1.3,3.1,4.4,0.086,-2.1,1.6,-0.4,0.9
Dan Majerle,SF,25,PHO,77,2281,16.9,0.552,0.105,0.363,8.5,11.4,10.0,12.9,2.2,1.0,10.7,19.1,4.4,2.8,7.2,0.152,2.5,1.2,3.7,3.3
Jeff Malone,SG,29,UTA,69,2466,14.4,0.56,0.006,0.244,1.8,7.6,4.9,9.7,1.0,0.2,8.6,22.5,3.1,2.0,5.1,0.1,-0.1,-1.1,-1.2,0.5
Karl Malone*,PF,27,UTA,82,3302,24.8,0.596,0.009000000000000001,0.552,9.0,24.5,17.2,14.7,1.4,1.5,10.9,30.1,9.9,5.6,15.5,0.225,4.3,1.5,5.8,6.5
Moses Malone*,C,35,ATL,82,1912,18.2,0.57,0.012,0.622,15.0,23.4,19.1,5.1,0.8,2.3,15.2,19.4,3.8,1.8,5.6,0.14,-0.1,-0.8,-0.9,0.5
Danny Manning,PF,24,LAC,73,2197,16.9,0.557,0.003,0.33799999999999997,8.1,12.8,10.4,13.9,2.6,1.7,15.3,22.7,2.2,3.0,5.2,0.113,1.0,1.8,2.8,2.7
Šarūnas Marčiulionis*,SG,26,GSW,50,987,16.3,0.5760000000000001,0.016,0.674,5.7,7.5,6.6,12.0,2.9,0.2,13.7,22.2,1.8,0.7,2.5,0.121,0.7,-1.2,-0.4,0.4
Jeff Martin,PG,24,LAC,74,1334,10.0,0.475,0.174,0.19699999999999998,4.2,6.4,5.3,7.0,1.3,1.4,8.2,18.3,0.2,1.1,1.3,0.046,-2.4,-1.0,-3.5,-0.5
Anthony Mason,PF,24,DEN,3,21,15.7,0.665,0.0,2.0,12.3,10.0,11.2,0.0,2.0,0.0,0.0,12.6,0.1,0.0,0.1,0.22,0.8,-5.1,-4.3,0.0
Tony Massenburg,PF,23,SAS,35,161,16.3,0.514,0.0,0.75,16.7,22.8,19.9,3.6,1.2,3.4,14.0,24.0,0.1,0.3,0.4,0.129,-3.2,-1.5,-4.6,-0.1
Vernon Maxwell,SG,25,HOU,82,2870,13.5,0.507,0.409,0.237,1.5,7.3,4.4,15.5,2.2,0.3,11.0,22.2,2.5,3.5,5.9,0.099,1.0,-0.3,0.7,1.9
Travis Mays,PG,22,SAC,64,2145,12.3,0.526,0.272,0.457,2.8,6.7,4.7,18.3,1.9,0.3,15.5,21.0,0.8,1.3,2.1,0.047,-0.1,-1.4,-1.5,0.2
George McCloud,SF,23,IND,74,1070,7.9,0.46,0.353,0.14,3.9,8.6,6.3,18.7,1.8,0.6,19.6,18.2,-0.8,0.4,-0.4,-0.018000000000000002,-2.4,-2.0,-4.4,-0.6
Tim McCormick,C,28,ATL,56,689,11.9,0.556,0.016,0.48100000000000004,8.6,17.9,13.1,6.5,0.8,1.2,16.6,16.3,0.6,0.5,1.1,0.075,-2.2,-1.1,-3.3,-0.2
Rodney McCray,PF,29,DAL,74,2561,14.6,0.551,0.057,0.292,6.8,18.1,12.5,14.7,1.4,1.2,14.4,15.5,3.1,2.3,5.3,0.1,0.1,1.6,1.7,2.4
Xavier McDaniel,SF,27,TOT,81,2634,15.2,0.527,0.006999999999999999,0.225,7.6,15.5,11.7,10.5,1.4,1.0,12.4,23.2,2.2,3.0,5.1,0.094,0.0,0.0,0.0,1.3
Kevin McHale*,PF,33,BOS,68,2067,21.2,0.606,0.040999999999999995,0.302,8.4,16.5,12.8,8.8,0.6,4.0,11.9,23.9,5.3,2.6,7.9,0.182,2.2,0.3,2.5,2.3
Derrick McKey,SF,24,SEA,73,2503,15.7,0.575,0.022000000000000002,0.32799999999999996,8.1,12.2,10.1,9.6,1.8,1.5,14.0,18.9,4.3,2.1,6.4,0.12300000000000001,1.7,0.7,2.3,2.7
Nate McMillan,SG,26,SEA,78,1434,13.9,0.489,0.157,0.305,5.8,15.2,10.5,32.8,3.6,0.9,26.1,13.7,0.8,2.0,2.8,0.09300000000000001,-0.1,1.9,1.8,1.4
Mark McNamara,C,31,ORL,2,13,1.0,0.0,0.0,0.0,0.0,34.5,16.8,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,-0.019,-11.9,-1.9,-13.8,0.0
Scott Meents,PF,27,SEA,13,53,9.4,0.28600000000000003,0.036000000000000004,0.14300000000000002,6.7,16.0,11.3,20.2,6.6,4.9,16.8,28.3,-0.3,0.1,-0.1,-0.11699999999999999,-7.6,5.3,-2.3,0.0
Reggie Miller*,SG,25,IND,82,2972,21.2,0.65,0.27699999999999997,0.515,3.2,7.4,5.4,16.6,1.8,0.3,10.2,22.5,11.7,0.8,12.5,0.20199999999999999,6.3,-2.3,4.0,4.5
Terry Mills,PF,23,TOT,55,819,13.6,0.49700000000000005,0.013999999999999999,0.22899999999999998,9.5,19.3,14.1,5.5,1.9,2.0,11.9,16.8,0.4,0.9,1.3,0.078,-2.9,0.0,-2.9,-0.2
Sam Mitchell,PF,27,MIN,82,3121,12.3,0.505,0.009000000000000001,0.392,6.6,13.2,9.7,6.3,1.1,1.2,8.1,17.8,3.7,1.4,5.1,0.078,-0.9,-0.8,-1.6,0.3
Paul Mokeski,C,34,GSW,36,257,6.6,0.434,0.153,0.254,8.6,20.1,14.4,4.3,1.4,0.7,9.6,11.3,0.1,0.2,0.3,0.055999999999999994,-3.6,-0.9,-4.4,-0.2
Sidney Moncrief*,SG,33,ATL,72,1096,11.2,0.589,0.267,0.43799999999999994,3.0,10.0,6.4,12.8,2.2,0.5,18.7,13.3,1.1,0.8,1.8,0.079,-0.6,-0.2,-0.8,0.3
Chris Morris,SF,25,NJN,79,2553,14.7,0.48700000000000004,0.18600000000000003,0.254,8.3,13.3,10.7,12.8,2.6,2.2,13.5,19.5,1.2,3.4,4.5,0.085,0.1,2.0,2.1,2.6
John Morton,SF,23,CLE,66,1207,12.2,0.5329999999999999,0.044000000000000004,0.507,4.0,5.9,5.0,27.9,2.5,0.9,24.2,16.0,0.5,1.0,1.5,0.057999999999999996,-2.2,-0.8,-3.0,-0.3
Chris Mullin*,SF,27,GSW,82,3315,21.4,0.618,0.092,0.4,4.7,10.0,7.4,14.9,2.4,1.1,12.6,23.5,9.7,2.4,12.2,0.17600000000000002,4.4,0.1,4.5,5.4
Chris Munk,PF,23,UTA,11,29,14.5,0.529,0.0,1.714,21.7,34.3,28.4,4.9,1.7,4.3,28.9,26.4,0.0,0.1,0.0,0.048,-6.5,0.7,-5.8,0.0
Tod Murphy,PF,27,MIN,52,1063,10.6,0.45899999999999996,0.075,0.46299999999999997,9.4,19.0,13.9,7.7,1.2,1.2,10.5,12.4,0.6,0.7,1.4,0.062,-2.6,0.0,-2.6,-0.2
Jerrod Mustaf,PF,21,NYK,62,825,8.3,0.503,0.004,0.382,7.3,16.1,11.8,6.2,0.9,1.0,18.6,17.3,-0.4,0.8,0.4,0.022000000000000002,-4.5,-0.6,-5.1,-0.6
Pete Myers,SG,27,SAS,8,103,7.1,0.521,0.043,0.478,2.3,16.3,9.7,17.8,1.4,1.8,33.5,16.9,-0.2,0.2,0.0,-0.002,-6.2,1.4,-4.7,-0.1
Larry Nance,PF,31,CLE,80,2927,20.6,0.5670000000000001,0.006999999999999999,0.273,8.0,19.2,13.6,13.4,1.1,4.1,8.8,22.2,6.1,3.6,9.8,0.16,2.0,1.9,3.9,4.3
Craig Neal,PG,26,DEN,10,125,8.2,0.49200000000000005,0.257,0.629,1.4,11.7,6.0,33.8,1.4,0.0,29.8,18.0,-0.1,0.0,-0.1,-0.047,-4.3,-3.8,-8.1,-0.2
Ed Nealy,PF,30,PHO,55,573,11.3,0.541,0.165,0.392,8.8,19.4,14.4,7.6,2.0,0.4,14.3,9.4,0.6,0.8,1.5,0.122,-0.9,1.7,0.8,0.4
Johnny Newman,SF,27,CHH,81,2477,15.1,0.5589999999999999,0.083,0.46799999999999997,4.2,7.6,5.9,11.9,2.0,0.4,13.4,24.3,2.8,1.3,4.1,0.08,0.9,-1.2,-0.3,1.0
Ken Norman,SF,26,LAC,70,2309,16.4,0.526,0.031,0.265,8.1,15.2,11.6,10.9,1.3,1.6,10.7,22.8,2.2,2.6,4.8,0.1,0.4,0.4,0.8,1.6
Dan O'Sullivan,C,22,UTA,21,85,6.0,0.504,0.0,0.688,7.4,15.6,11.8,6.4,0.6,0.7,16.1,12.9,0.0,0.1,0.1,0.062,-4.2,-0.1,-4.4,-0.1
Charles Oakley,PF,27,NYK,76,2739,13.6,0.585,0.003,0.513,13.1,25.2,19.3,10.4,1.1,0.4,22.8,15.0,2.6,3.6,6.2,0.109,-0.1,2.0,1.9,2.7
Alan Ogg,C,23,MIA,31,261,7.4,0.455,0.036000000000000004,0.182,6.3,14.8,10.5,1.0,1.1,6.3,11.9,10.5,-0.1,0.3,0.3,0.053,-6.1,2.0,-4.2,-0.1
Hakeem Olajuwon*,C,28,HOU,56,2062,24.3,0.5489999999999999,0.004,0.289,11.4,28.3,19.9,10.2,2.9,6.4,13.9,25.0,2.9,5.7,8.6,0.201,0.4,5.9,6.3,4.3
Jawann Oldham,C,33,IND,4,19,8.1,0.5,0.0,0.0,0.0,17.5,9.1,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.027999999999999997,-6.2,-6.0,-12.2,0.0
Brian Oliver,SG,22,PHI,73,800,9.9,0.46,0.066,0.261,2.6,8.5,5.6,16.2,2.1,0.3,14.2,19.3,-0.5,0.6,0.2,0.01,-3.7,-1.4,-5.1,-0.6
Gerald Paddio,SF,25,CLE,70,1181,9.3,0.461,0.047,0.184,3.7,7.8,5.8,11.9,0.9,0.3,11.5,22.8,-0.9,0.5,-0.4,-0.018000000000000002,-4.1,-2.9,-7.0,-1.5
