Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Dee Brown,SG,26,BOS,79,2792,15.7,0.562,0.335,0.284,2.6,7.8,5.1,16.7,2.0,1.2,11.7,19.3,5.0,1.8,6.8,0.11699999999999999,2.6,-0.3,2.4,3.1
Mike Brown,C,31,MIN,27,213,1.8,0.337,0.025,0.675,5.2,20.5,13.0,7.1,1.7,0.0,23.6,14.6,-0.6,0.2,-0.4,-0.09699999999999999,-9.2,-0.7,-9.9,-0.4
P.J. Brown,C,25,NJN,80,2466,12.1,0.49200000000000005,0.042,0.363,7.9,13.7,10.8,8.6,1.5,3.8,10.8,13.2,1.7,2.9,4.6,0.09,-1.7,3.0,1.3,2.0
Randy Brown,PG,26,SAC,67,1086,11.8,0.491,0.16399999999999998,0.28600000000000003,2.6,8.9,5.8,18.9,4.7,1.3,19.4,16.4,-0.3,1.9,1.6,0.071,-2.3,2.9,0.6,0.7
Mark Bryant,PF,29,POR,49,658,13.2,0.555,0.01,0.32799999999999996,9.0,19.1,13.8,6.4,1.5,1.8,15.1,16.6,0.6,1.0,1.6,0.11599999999999999,-2.2,0.7,-1.5,0.1
Jud Buechler,SF,26,CHI,57,605,13.8,0.542,0.262,0.213,7.0,12.1,9.6,12.6,2.1,1.5,13.0,16.9,0.7,0.9,1.5,0.122,-0.6,0.4,-0.1,0.3
Scott Burrell,SF,24,CHH,65,2014,15.0,0.5710000000000001,0.396,0.243,5.9,15.3,10.8,12.6,2.0,1.4,11.5,17.0,2.8,2.9,5.6,0.135,1.6,1.7,3.3,2.7
Willie Burton,SF,26,PHI,53,1564,13.9,0.561,0.45399999999999996,0.441,3.6,8.6,6.1,10.4,1.1,0.9,14.4,24.1,1.9,0.6,2.6,0.079,1.4,-2.7,-1.2,0.3
Mitchell Butler,SG,24,WSB,76,1554,10.0,0.506,0.278,0.364,3.1,9.8,6.3,8.8,2.0,0.5,15.2,19.6,-0.5,0.8,0.3,0.01,-2.6,-1.5,-4.0,-0.8
Michael Cage,C,33,CLE,82,2040,13.5,0.537,0.006,0.259,12.1,22.8,17.3,4.5,1.7,2.6,12.9,10.2,2.1,3.7,5.8,0.13699999999999998,-2.0,3.1,1.1,1.6
Adrian Caldwell,PF,28,HOU,7,30,4.4,0.377,0.0,1.5,4.0,32.8,19.1,0.0,1.7,0.0,13.1,11.4,0.0,0.1,0.0,0.02,-10.7,-3.6,-14.3,-0.1
Elden Campbell,PF,26,LAL,73,2076,15.4,0.5,0.001,0.369,8.9,14.8,11.9,6.8,1.7,4.4,9.7,21.0,1.5,2.3,3.8,0.087,-2.1,1.0,-1.1,0.5
Tony Campbell,SF,32,CLE,78,1128,12.9,0.508,0.107,0.406,6.4,10.6,8.5,11.1,1.6,0.6,12.3,22.4,0.7,1.4,2.1,0.08900000000000001,-2.1,-0.9,-2.9,-0.3
Antoine Carr,C,33,UTA,78,1677,13.9,0.588,0.006999999999999999,0.368,6.4,13.0,9.9,6.2,0.7,3.3,12.1,19.5,2.4,1.9,4.3,0.12300000000000001,-0.6,0.5,-0.1,0.8
Bill Cartwright,C,37,SEA,29,430,4.0,0.434,0.0,0.348,7.0,16.8,12.0,3.0,0.7,0.5,18.5,9.8,-0.2,0.4,0.2,0.021,-5.0,-0.5,-5.5,-0.4
Sam Cassell,PG,25,HOU,82,1882,15.9,0.556,0.322,0.428,2.4,10.1,6.4,32.3,2.5,0.5,19.2,20.8,2.7,2.0,4.7,0.12,0.5,-0.9,-0.4,0.8
Duane Causwell,C,26,SAC,58,820,11.4,0.55,0.006999999999999999,0.667,8.3,16.3,12.4,2.7,0.9,7.3,14.8,12.1,0.5,1.3,1.8,0.105,-3.7,3.5,-0.3,0.4
Cedric Ceballos,SF,25,LAL,58,2029,19.9,0.57,0.149,0.299,9.2,16.1,12.6,8.9,1.5,0.6,11.5,26.5,3.5,1.7,5.2,0.12300000000000001,1.9,-1.9,0.0,1.0
Tom Chambers,PF,35,UTA,81,1240,12.5,0.517,0.055999999999999994,0.316,7.0,14.1,10.7,8.9,1.0,2.0,9.7,19.7,1.2,1.4,2.5,0.098,-1.4,-0.1,-1.5,0.2
Rex Chapman,SG,27,WSB,45,1468,15.3,0.516,0.429,0.249,1.7,7.3,4.4,13.9,2.3,0.7,8.0,23.0,1.7,0.8,2.5,0.081,1.7,-1.9,-0.3,0.6
Calbert Cheaney,SG,23,WSB,78,2651,14.2,0.529,0.251,0.18899999999999997,4.4,9.7,7.0,11.0,1.5,0.6,11.0,22.6,2.1,1.1,3.2,0.057999999999999996,0.5,-1.6,-1.2,0.5
Pete Chilcutt,PF,26,HOU,68,1347,11.0,0.517,0.262,0.128,9.5,17.1,13.5,7.1,0.9,2.2,15.0,13.6,0.6,1.4,2.1,0.07400000000000001,-2.2,0.6,-1.6,0.2
Chris Childs,PG,27,NJN,53,1021,11.2,0.495,0.44799999999999995,0.262,1.5,5.9,3.7,33.8,2.1,0.2,19.6,16.7,0.5,0.8,1.2,0.057999999999999996,-1.2,-2.9,-4.0,-0.5
Doug Christie,SG,24,NYK,12,79,-3.7,0.31,0.318,0.22699999999999998,4.6,14.3,9.7,14.6,1.3,1.0,34.9,21.6,-0.5,0.1,-0.3,-0.20199999999999999,-11.9,0.5,-11.4,-0.2
Derrick Coleman,PF,27,NJN,56,2103,19.0,0.525,0.13699999999999998,0.56,8.7,22.1,15.4,15.8,0.9,3.1,13.6,26.4,2.4,2.7,5.1,0.11699999999999999,0.6,1.5,2.1,2.2
Bimbo Coles,PG,26,MIA,68,2207,12.5,0.49700000000000005,0.125,0.287,2.4,7.9,5.1,27.9,2.3,0.5,18.6,16.8,1.2,1.6,2.8,0.06,-0.9,-0.6,-1.5,0.3
Steve Colter,PG,32,CLE,57,752,11.3,0.489,0.207,0.42,2.1,7.9,4.9,22.3,2.3,0.6,15.2,15.1,0.4,1.0,1.4,0.087,-2.5,-0.2,-2.7,-0.1
Marty Conlon,C,27,MIL,82,2064,13.6,0.556,0.045,0.3,9.1,16.0,12.4,9.0,1.1,0.6,14.4,18.3,2.0,1.2,3.1,0.073,-0.9,-1.0,-1.9,0.1
Lester Conner,SG,35,LAL,2,5,18.0,1.136,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,7.6,0.0,0.0,0.0,0.44,6.1,4.6,10.8,0.0
Tyrone Corbin,SF,32,ATL,81,1389,12.0,0.488,0.121,0.24600000000000002,8.0,14.1,11.0,8.0,2.1,0.9,12.6,19.2,0.2,2.0,2.1,0.073,-3.0,0.2,-2.8,-0.3
John Crotty,PG,25,UTA,80,1019,12.2,0.519,0.156,0.524,3.5,8.2,6.0,27.6,2.0,0.5,19.8,15.8,1.0,1.0,2.1,0.09699999999999999,-0.8,-0.6,-1.4,0.2
Corey Crowder,SF,25,SAS,7,29,-2.5,0.237,0.4,0.6,4.1,7.4,5.9,4.6,1.7,0.0,13.7,22.2,-0.2,0.0,-0.1,-0.22399999999999998,-10.4,-2.6,-13.0,-0.1
Terry Cummings,PF,33,SAS,76,1273,13.3,0.502,0.0,0.265,12.9,20.4,16.8,7.3,1.4,1.0,15.5,21.2,0.1,1.9,2.0,0.076,-2.7,0.1,-2.6,-0.2
Bill Curley,PF,22,DET,53,595,9.0,0.47700000000000004,0.0,0.26899999999999996,10.6,13.9,12.2,6.2,1.8,2.6,14.3,13.2,0.1,0.4,0.5,0.042,-3.6,0.2,-3.4,-0.2
Dell Curry,SG,30,CHH,69,1718,15.5,0.565,0.46399999999999997,0.14300000000000002,3.0,8.4,5.8,11.5,1.7,0.8,10.6,24.9,1.6,1.7,3.3,0.09300000000000001,1.8,-1.8,0.0,0.9
Lloyd Daniels,SG,27,TOT,30,604,9.7,0.47100000000000003,0.478,0.129,5.3,6.3,5.8,9.7,1.8,1.1,12.3,18.1,-0.1,0.3,0.2,0.019,-1.3,-1.6,-2.9,-0.1
Yinka Dare,C,22,NJN,1,3,-33.9,0.0,0.0,0.0,0.0,36.6,18.2,0.0,0.0,0.0,50.0,29.3,-0.1,0.0,0.0,-0.736,-33.8,-5.5,-39.3,0.0
Antonio Davis,PF,26,IND,44,1030,11.9,0.521,0.0,0.71,12.6,20.1,16.4,3.7,1.0,2.2,16.6,17.1,0.5,1.5,2.0,0.095,-2.6,0.4,-2.2,-0.1
Dale Davis,PF,25,IND,74,2346,16.1,0.57,0.002,0.45,13.6,22.1,17.9,4.0,1.6,3.8,15.2,15.9,2.6,4.3,6.8,0.14,-0.4,2.6,2.3,2.5
Hubert Davis,SG,24,NYK,82,1697,14.7,0.612,0.467,0.19399999999999998,2.2,5.3,3.8,15.2,1.1,0.5,11.5,20.4,3.1,1.7,4.8,0.136,2.0,-2.1,0.0,0.8
Terry Davis,PF,27,DAL,46,580,8.1,0.493,0.018000000000000002,0.584,11.1,18.3,14.5,2.4,0.5,0.4,17.4,12.2,0.1,0.4,0.5,0.039,-4.4,-1.9,-6.3,-0.6
Johnny Dawkins,PG,31,DET,50,1170,12.2,0.552,0.27,0.204,2.8,8.6,5.7,26.2,2.3,0.1,22.6,14.6,0.8,0.3,1.1,0.046,-1.3,-1.8,-3.1,-0.3
Tony Dawson,SF,27,BOS,2,13,5.9,0.474,0.375,0.125,0.0,27.0,13.3,13.5,0.0,0.0,19.2,34.8,0.0,0.0,0.0,-0.099,-6.4,-4.8,-11.1,0.0
Todd Day,SG,25,MIL,82,2717,14.4,0.546,0.39799999999999996,0.325,4.1,10.4,7.1,8.3,2.0,1.7,11.6,22.1,2.9,1.9,4.8,0.085,1.0,-0.9,0.0,1.4
Terry Dehere,PG,23,LAC,80,1774,11.8,0.513,0.23800000000000002,0.426,2.2,8.3,5.0,20.7,1.3,0.3,16.2,23.8,0.0,0.4,0.5,0.013000000000000001,-1.5,-3.0,-4.6,-1.2
Vinny Del Negro,SG,28,SAS,75,2360,13.8,0.56,0.21100000000000002,0.21100000000000002,1.4,7.5,4.6,14.6,1.3,0.4,6.3,16.7,4.6,2.2,6.8,0.138,1.3,-0.4,0.9,1.8
Bison Dele,C,25,DEN,63,1261,13.9,0.616,0.0,0.486,9.6,18.5,14.2,6.8,1.6,2.5,22.0,18.5,0.8,1.5,2.3,0.08900000000000001,-1.6,0.7,-0.8,0.4
Vlade Divac*,C,26,LAL,80,2807,20.5,0.568,0.055,0.39899999999999997,10.3,22.4,16.3,18.0,2.0,4.3,15.4,20.4,5.3,4.2,9.5,0.162,1.7,3.6,5.3,5.1
James Donaldson,C,37,UTA,43,613,7.9,0.628,0.0,0.419,4.1,17.1,10.9,3.1,0.5,3.7,20.1,8.1,0.3,0.7,1.0,0.08,-2.7,2.2,-0.5,0.2
Sherman Douglas,PG,28,BOS,65,2048,17.0,0.53,0.107,0.385,2.7,7.0,4.8,34.9,2.0,0.1,15.3,22.4,3.2,1.0,4.2,0.099,1.9,-2.0,0.0,1.0
Greg Dreiling,C,32,CLE,58,483,7.8,0.45799999999999996,0.0,0.402,8.0,22.4,15.0,7.5,0.7,3.6,17.2,14.4,-0.2,0.8,0.6,0.059000000000000004,-5.9,1.9,-4.0,-0.2
Clyde Drexler*,SG,32,TOT,76,2728,22.4,0.5770000000000001,0.33,0.35700000000000004,6.3,13.7,10.0,22.1,2.5,1.2,11.5,25.7,8.0,3.7,11.7,0.20600000000000002,5.5,1.0,6.5,5.9
Kevin Duckworth,C,30,WSB,40,818,9.9,0.475,0.037000000000000005,0.262,8.9,19.0,13.7,3.7,1.3,2.1,16.5,19.1,-0.7,0.7,0.0,-0.002,-5.2,-1.0,-6.2,-0.9
Chris Dudley,C,29,POR,82,2245,10.9,0.424,0.002,0.41,15.6,23.2,19.2,2.1,1.0,4.2,13.3,11.4,0.4,3.7,4.1,0.087,-3.4,2.2,-1.2,0.5
Joe Dumars*,SG,31,DET,67,2544,13.9,0.541,0.348,0.355,2.2,5.1,3.6,23.7,1.5,0.2,16.3,23.6,1.8,-0.1,1.7,0.032,0.9,-3.5,-2.6,-0.4
Richard Dumas,SF,25,PHO,15,167,15.4,0.512,0.013999999999999999,0.21899999999999997,12.4,7.6,10.0,6.7,3.0,0.9,10.1,23.1,0.1,0.1,0.3,0.07200000000000001,-0.8,-1.4,-2.2,0.0
Tony Dumas,SG,22,DAL,58,613,8.8,0.465,0.292,0.308,5.3,5.6,5.5,14.2,1.1,0.4,15.0,22.5,-0.2,0.2,0.0,0.0,-2.5,-3.3,-5.8,-0.6
Pat Durham,SF,27,MIN,59,852,12.2,0.541,0.11,0.405,5.4,8.1,6.8,10.9,2.2,2.8,13.9,17.4,0.4,0.5,0.9,0.051,-2.0,-0.1,-2.1,0.0
Ledell Eackles,SG,28,MIA,54,898,12.1,0.518,0.126,0.387,4.2,8.3,6.2,12.6,1.1,0.2,12.2,21.4,0.7,0.4,1.0,0.055,-1.6,-2.7,-4.3,-0.5
Acie Earl,C,24,BOS,30,208,6.6,0.409,0.0,0.426,10.4,14.6,12.5,1.4,1.5,2.6,14.8,19.7,-0.4,0.2,-0.2,-0.038,-6.8,-1.9,-8.7,-0.4
Blue Edwards,SF,29,TOT,67,1112,11.6,0.531,0.191,0.22899999999999998,5.5,8.5,7.0,10.7,2.0,1.1,15.8,20.5,0.2,1.0,1.2,0.053,-1.0,-0.5,-1.5,0.1
Doug Edwards,PF,24,ATL,38,212,10.1,0.54,0.021,0.667,10.2,16.3,13.2,9.5,1.3,1.4,26.2,18.0,-0.1,0.3,0.2,0.043,-5.0,0.2,-4.8,-0.2
James Edwards,C,39,POR,28,266,5.4,0.414,0.0,0.205,4.1,14.7,9.1,4.3,1.0,2.2,13.4,16.6,-0.3,0.3,0.0,0.002,-6.9,-0.1,-7.1,-0.3
Kevin Edwards,SG,29,NJN,14,466,11.7,0.568,0.292,0.273,2.3,6.4,4.3,9.8,2.1,0.7,16.9,19.6,0.2,0.4,0.6,0.061,-0.9,-0.7,-1.6,0.0
Craig Ehlo,SG,33,ATL,49,1166,13.9,0.526,0.318,0.168,5.4,9.4,7.3,16.5,2.1,0.4,13.9,20.5,0.8,1.4,2.1,0.08800000000000001,0.0,-0.4,-0.3,0.5
Howard Eisley,PG,22,TOT,49,552,6.1,0.43,0.303,0.32799999999999996,2.7,7.8,5.3,26.4,1.7,0.8,26.4,15.6,-0.7,0.2,-0.5,-0.044000000000000004,-4.9,-2.1,-7.0,-0.7
Mario Elie,SF,31,HOU,81,1896,13.7,0.631,0.413,0.35100000000000003,3.2,8.4,5.9,14.8,1.7,0.4,15.6,15.8,3.4,1.4,4.8,0.122,1.1,-0.9,0.2,1.1
Sean Elliott,SF,26,SAS,81,2858,16.0,0.5870000000000001,0.311,0.377,2.6,8.5,5.7,11.3,1.4,0.9,10.8,21.6,5.8,2.9,8.7,0.147,2.4,-0.3,2.1,2.9
Dale Ellis,SF,34,DEN,81,1996,12.9,0.5529999999999999,0.34,0.16399999999999998,3.5,9.7,6.7,4.8,1.0,0.3,8.9,20.6,2.4,1.0,3.4,0.083,0.0,-2.9,-2.9,-0.4
Harold Ellis,SF,24,LAC,69,656,14.4,0.524,0.069,0.619,9.4,6.1,7.9,9.7,5.2,1.3,16.9,19.2,0.1,0.8,0.9,0.066,-1.2,1.7,0.5,0.4
LaPhonso Ellis,PF,24,DEN,6,58,13.1,0.434,0.0,0.24,14.9,20.1,17.6,11.1,0.9,6.3,15.3,25.4,0.0,0.1,0.0,0.032,-4.8,1.1,-3.7,0.0
Pervis Ellison,C,27,BOS,55,1083,13.3,0.546,0.006999999999999999,0.33,13.0,20.0,16.4,4.7,1.0,3.4,18.1,16.8,0.7,1.1,1.8,0.08,-2.0,0.6,-1.3,0.2
Jo Jo English,SG,24,CHI,8,127,7.7,0.48100000000000004,0.308,0.33299999999999996,0.9,1.9,1.4,8.0,2.9,0.6,11.8,17.8,0.0,0.2,0.1,0.053,-3.4,-1.4,-4.9,-0.1
Patrick Ewing*,C,32,NYK,79,2920,21.9,0.555,0.013999999999999999,0.386,6.6,27.5,17.4,14.4,1.2,4.1,13.1,30.7,3.1,6.5,9.6,0.157,-0.7,2.9,2.2,3.1
Duane Ferrell,SF,29,IND,56,607,12.5,0.5489999999999999,0.035,0.491,10.2,7.4,8.8,8.3,2.3,0.8,17.0,19.1,0.5,0.7,1.2,0.095,-1.0,0.0,-1.0,0.2
Danny Ferry,PF,28,CLE,82,1290,16.0,0.5720000000000001,0.466,0.168,2.8,11.3,6.9,14.4,1.2,1.4,9.9,22.2,2.3,1.5,3.9,0.14400000000000002,1.9,-1.3,0.6,0.8
Matt Fish,C,25,LAC,26,370,10.6,0.516,0.01,0.359,9.6,17.7,13.4,7.2,2.2,1.4,19.0,17.3,-0.1,0.3,0.2,0.03,-3.8,0.1,-3.7,-0.2
Vern Fleming,PG,32,IND,55,686,14.6,0.551,0.037000000000000005,0.479,3.6,11.7,7.8,25.7,2.1,0.1,15.9,18.1,1.0,0.9,1.9,0.132,-0.3,-0.2,-0.4,0.3
Sleepy Floyd,SG,34,NJN,48,831,6.3,0.42700000000000005,0.415,0.203,1.0,6.1,3.6,23.2,0.8,0.5,18.1,14.9,-0.5,0.4,-0.2,-0.01,-4.0,-2.7,-6.8,-1.0
Alphonso Ford,SG,23,PHI,5,98,0.4,0.23800000000000002,0.231,0.051,9.4,14.4,11.9,14.1,0.5,0.0,16.7,21.8,-0.5,0.0,-0.4,-0.21,-8.7,-2.4,-11.1,-0.2
Greg Foster,PF,26,TOT,78,1144,10.1,0.525,0.07200000000000001,0.349,9.1,18.4,13.8,5.6,0.7,1.8,16.2,17.4,0.1,0.9,1.0,0.042,-4.0,-1.4,-5.4,-1.0
Rick Fox,SF,25,BOS,53,1039,16.8,0.573,0.214,0.35,6.7,10.6,8.6,20.9,2.6,1.3,16.1,20.1,1.8,0.9,2.8,0.128,2.3,0.5,2.8,1.3
Corey Gaines,SG,29,PHI,11,280,7.2,0.49200000000000005,0.294,0.21600000000000003,0.4,7.1,3.7,17.9,1.5,0.3,20.0,11.1,0.0,0.1,0.1,0.013000000000000001,-3.3,-1.5,-4.8,-0.2
Kevin Gamble,SF,29,MIA,77,1223,16.3,0.5670000000000001,0.218,0.247,2.7,9.1,5.8,15.9,2.2,0.6,8.9,19.8,2.5,0.9,3.4,0.134,1.3,-1.5,-0.2,0.5
