Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Gene Banks,SF,26,CHI,82,33,2139,8.0,15.5,0.517,0.0,0.4,0.0,8.0,15.1,0.532,4.1,5.7,0.718,4.0,4.1,8.1,5.6,1.8,0.2,3.1,4.8,20.1,0,114,113
Ken Bannister,PF,25,NYK,70,15,1405,8.1,16.6,0.491,0.0,0.0,0.0,8.1,16.6,0.49200000000000005,4.5,8.6,0.526,3.1,8.1,11.2,1.5,1.5,0.8,4.5,7.2,20.8,0,91,104
Charles Barkley*,PF,22,PHI,80,80,2952,9.6,16.8,0.5720000000000001,0.3,1.2,0.22699999999999998,9.4,15.6,0.598,6.4,9.4,0.685,5.7,10.9,16.6,5.0,2.8,2.0,5.7,5.4,25.9,0,111,100
John Battle,SG,23,ATL,64,0,639,7.6,16.7,0.455,0.0,0.5,0.0,7.6,16.2,0.47,5.6,7.7,0.728,0.9,3.8,4.7,5.6,1.7,0.2,3.5,6.0,20.8,0,104,108
Benoit Benjamin,C,21,LAC,79,37,2088,7.3,14.8,0.49,0.0,0.1,0.33299999999999996,7.2,14.7,0.491,5.1,6.9,0.746,3.6,9.8,13.4,1.8,1.4,4.6,3.2,6.4,19.7,0,106,107
Kent Benson,C,31,DET,72,51,1344,6.9,14.2,0.484,0.0,0.1,0.5,6.9,14.2,0.484,2.3,2.8,0.795,4.0,8.8,12.9,2.7,2.0,1.7,2.0,6.7,16.1,0,110,104
Larry Bird*,SF,29,BOS,82,81,3113,12.1,24.5,0.496,1.2,3.0,0.423,10.9,21.5,0.506,6.7,7.5,0.8959999999999999,2.9,9.4,12.3,8.5,2.5,0.8,4.1,2.8,32.2,0,117,99
Otis Birdsong,SG,30,NJN,77,74,2395,10.5,20.5,0.513,0.2,0.4,0.364,10.4,20.1,0.516,2.4,4.1,0.581,1.7,2.2,3.9,5.1,1.6,0.3,3.5,4.4,23.5,0,103,110
Uwe Blab,C,23,DAL,48,0,409,5.1,10.8,0.46799999999999997,0.0,0.0,0.0,5.1,10.8,0.46799999999999997,4.1,7.7,0.537,2.9,7.6,10.5,2.0,0.3,1.4,3.2,7.5,14.2,0,95,111
Rolando Blackman,SG,26,DAL,82,81,2787,11.4,22.2,0.514,0.1,0.5,0.138,11.3,21.7,0.522,6.8,8.1,0.836,1.5,3.4,4.9,4.6,1.3,0.4,3.2,2.3,29.7,0,114,113
Manute Bol,C,23,WSB,80,60,2090,3.0,6.4,0.46,0.0,0.0,0.0,3.0,6.4,0.462,1.0,2.0,0.488,2.9,8.2,11.1,0.5,0.6,9.2,1.5,5.9,6.9,0,95,99
Sam Bowie,C,24,POR,38,34,1132,6.8,14.0,0.484,0.0,0.0,0.0,6.8,14.0,0.484,4.6,6.5,0.708,3.8,9.5,13.3,4.0,0.9,3.9,3.6,5.8,18.2,0,106,105
Dudley Bradley,SG,28,WSB,70,7,842,4.2,12.0,0.349,1.0,3.9,0.25,3.2,8.1,0.397,1.8,3.2,0.5710000000000001,1.4,4.1,5.5,6.2,4.9,0.2,2.5,5.8,11.2,0,91,101
Mike Bratz,PG,30,SAC,33,0,269,4.5,12.2,0.371,0.7,2.4,0.28600000000000003,3.8,9.8,0.39299999999999996,2.4,3.1,0.778,0.3,3.7,4.0,6.8,2.3,0.0,3.0,7.5,12.2,0,94,109
Randy Breuer,C,25,MIL,82,63,1792,7.1,15.0,0.47700000000000004,0.0,0.0,0.0,7.1,14.9,0.478,3.7,5.2,0.7120000000000001,4.2,7.8,12.0,3.0,1.3,3.0,3.2,5.6,18.0,0,105,101
Ron Brewer,SG,30,TOT,44,3,570,7.1,18.6,0.384,0.4,1.4,0.294,6.7,17.2,0.391,2.8,3.2,0.895,1.2,3.2,4.4,3.3,1.4,0.5,1.9,3.6,17.5,0,95,111
Frank Brickowski,C,26,SEA,40,2,311,4.8,9.2,0.517,0.0,0.0,0.0,4.8,9.2,0.517,2.9,4.3,0.667,2.5,6.0,8.6,3.3,1.7,1.1,3.6,11.7,12.4,0,98,105
Junior Bridgeman,SF,32,LAC,58,14,1161,8.0,18.2,0.441,0.2,0.7,0.33299999999999996,7.8,17.4,0.446,4.3,4.8,0.8909999999999999,1.2,3.8,5.0,4.3,1.2,0.3,2.7,3.3,20.5,0,104,115
Mike Brittain,C,22,SAS,32,2,219,4.6,9.1,0.512,0.0,0.0,0.0,4.6,9.1,0.512,2.1,4.0,0.526,2.1,8.2,10.3,1.1,0.6,2.5,4.2,11.4,11.4,0,83,107
Tony Brown,SG,25,CHI,10,0,132,6.6,14.9,0.439,0.0,0.7,0.0,6.6,14.2,0.462,3.3,4.7,0.6920000000000001,1.8,4.0,5.8,5.1,1.8,0.4,1.5,5.8,16.4,0,110,113
Wallace Bryant,C,26,TOT,17,8,218,3.2,10.3,0.313,0.0,0.0,0.0,3.2,10.3,0.313,2.4,4.1,0.579,3.7,7.7,11.4,3.2,1.1,1.1,1.9,8.2,8.8,0,89,111
Quinn Buckner,PG,31,IND,32,3,419,5.6,11.8,0.47100000000000003,0.0,0.1,0.0,5.6,11.7,0.47600000000000003,2.2,3.1,0.7040000000000001,1.0,4.8,5.8,9.8,4.5,0.3,6.2,9.1,13.3,0,87,101
Michael Cage,PF,24,LAC,78,12,1566,6.1,12.7,0.479,0.0,0.1,0.0,6.1,12.6,0.48200000000000004,3.4,5.2,0.649,5.0,7.4,12.4,2.4,1.9,1.0,3.2,5.3,15.5,0,103,110
Tony Campbell,SF,23,DET,82,1,1292,10.5,21.7,0.484,0.1,0.3,0.222,10.4,21.4,0.48700000000000004,2.1,2.6,0.795,3.0,5.5,8.4,1.6,2.2,0.2,3.1,5.8,23.1,0,99,107
Rick Carlisle,SG,26,BOS,77,1,760,5.7,11.8,0.48700000000000004,0.0,0.6,0.0,5.7,11.2,0.514,0.9,1.4,0.652,1.4,3.4,4.8,6.5,1.2,0.2,3.1,5.7,12.4,0,99,106
Antoine Carr,PF,24,ATL,17,0,258,9.1,17.3,0.527,0.0,0.0,0.0,9.1,17.3,0.527,3.3,5.0,0.667,3.0,6.7,9.7,2.6,1.3,2.8,2.6,9.5,21.6,0,110,104
Kenny Carr,PF,30,POR,55,31,1557,6.8,13.8,0.498,0.0,0.1,0.0,6.8,13.6,0.502,4.4,6.4,0.687,4.3,10.2,14.5,2.1,1.1,0.9,3.1,6.0,18.1,0,107,107
Joe Barry Carroll,C,27,GSW,79,79,2801,10.7,23.1,0.46299999999999997,0.0,0.0,0.0,10.7,23.1,0.46399999999999997,6.2,8.2,0.752,3.2,7.8,11.0,2.9,1.7,2.4,4.5,4.6,27.6,0,101,109
Butch Carter,SG,27,TOT,9,0,67,5.0,17.3,0.292,0.0,0.7,0.0,5.0,16.5,0.304,4.3,5.0,0.857,1.4,1.4,2.9,2.9,0.7,0.0,5.0,10.1,14.4,0,73,112
Bill Cartwright,C,28,NYK,2,0,36,4.1,9.5,0.429,0.0,0.0,0.0,4.1,9.5,0.429,8.1,13.5,0.6,2.7,10.8,13.5,6.8,1.4,1.4,8.1,8.1,16.2,0,83,101
Terry Catledge,PF,22,PHI,64,7,1092,8.8,18.9,0.469,0.0,0.2,0.0,8.8,18.7,0.473,3.9,6.1,0.647,4.7,7.2,11.9,0.9,1.4,0.3,3.0,5.6,21.6,0,103,107
Bobby Cattage,PF,27,NJN,29,1,185,7.0,20.8,0.337,0.3,1.3,0.2,6.8,19.6,0.34600000000000003,8.8,11.0,0.795,3.8,4.8,8.5,1.0,1.5,0.0,3.3,5.8,23.1,0,96,109
Tom Chambers,PF,26,SEA,66,26,2019,10.5,22.6,0.466,0.3,1.2,0.271,10.2,21.5,0.47600000000000003,8.4,10.1,0.836,3.1,7.4,10.5,3.2,1.3,0.9,4.7,6.1,29.8,0,106,106
Lorenzo Charles,SF,22,ATL,36,0,273,8.6,15.5,0.557,0.0,0.0,0.0,8.6,15.5,0.557,4.2,6.3,0.667,2.3,4.6,6.9,1.4,0.4,1.1,3.2,6.5,21.5,0,108,109
Maurice Cheeks*,PG,29,PHI,82,82,3270,7.2,13.3,0.537,0.1,0.2,0.235,7.1,13.1,0.542,4.1,4.9,0.8420000000000001,0.8,2.6,3.4,11.0,3.0,0.4,3.5,2.3,18.5,0,119,107
Fred Cofield,PG,24,NYK,45,1,469,7.8,19.1,0.408,0.3,1.6,0.2,7.5,17.5,0.426,1.2,2.1,0.6,0.6,4.2,4.8,8.5,2.1,0.3,5.1,6.7,17.1,0,84,106
Steve Colter,PG,23,POR,81,51,1868,6.7,14.7,0.456,0.7,2.0,0.325,6.0,12.6,0.47700000000000004,3.3,4.0,0.823,1.0,3.3,4.4,6.3,2.8,0.2,2.8,4.6,17.4,0,107,108
Lester Conner,PG,26,GSW,36,0,413,5.7,15.2,0.375,0.2,0.8,0.28600000000000003,5.5,14.4,0.38,4.5,6.0,0.741,2.8,4.1,6.9,4.8,2.7,0.1,1.7,2.6,16.1,0,106,111
Darwin Cook,PG,27,NJN,79,33,1965,6.3,14.8,0.426,0.3,1.3,0.20800000000000002,6.1,13.6,0.446,2.0,2.6,0.757,1.2,3.0,4.2,9.2,3.7,0.5,3.1,4.1,14.9,0,101,105
Jeff Cook,PF,29,TOT,36,0,373,3.8,9.1,0.425,0.0,0.1,0.0,3.8,8.9,0.431,3.3,5.2,0.643,4.1,6.6,10.7,2.6,1.6,1.4,1.7,8.1,11.0,0,108,107
David Cooke,PF,22,SAC,6,0,38,2.5,13.6,0.182,0.0,0.0,0.0,2.5,13.6,0.182,6.2,12.4,0.5,6.2,6.2,12.4,1.2,5.0,0.0,2.5,6.2,11.1,0,76,102
Michael Cooper,SG,29,LAL,82,15,2269,5.6,12.5,0.452,1.3,3.4,0.387,4.3,9.1,0.47600000000000003,3.0,3.5,0.865,0.9,4.1,5.0,9.6,1.8,0.9,3.1,4.9,15.6,0,114,107
Wayne Cooper,C,29,DEN,78,78,2112,9.0,19.3,0.466,0.1,0.1,0.429,8.9,19.1,0.466,3.7,4.7,0.795,4.0,8.9,13.0,1.7,0.9,4.8,2.5,6.7,21.7,0,105,102
Tyrone Corbin,SF,23,SAS,16,0,174,7.2,17.0,0.42200000000000004,0.0,0.3,0.0,7.2,16.7,0.429,2.7,3.7,0.7140000000000001,2.9,3.7,6.6,2.9,2.9,0.5,3.2,5.6,17.0,0,93,108
Dave Corzine,C,29,CHI,67,4,1709,7.2,14.6,0.491,0.1,0.3,0.25,7.1,14.3,0.49700000000000005,3.6,4.8,0.743,3.7,8.5,12.2,4.2,0.8,1.5,2.9,3.7,18.0,0,110,112
Ron Crevier,C,27,TOT,3,0,4,0.0,34.6,0.0,0.0,0.0,0.0,0.0,34.6,0.0,0.0,23.0,0.0,11.5,0.0,11.5,0.0,0.0,0.0,0.0,23.0,0.0,0,20,116
Jeff Cross,PF,24,LAC,21,0,128,2.2,8.8,0.25,0.0,0.0,0.0,2.2,8.8,0.25,5.1,9.1,0.56,3.3,7.7,11.0,0.4,0.7,1.1,2.2,13.9,9.5,0,82,112
Pat Cummings,C,29,NYK,31,30,1007,9.4,19.7,0.478,0.0,0.1,0.0,9.4,19.6,0.48,4.7,6.7,0.698,4.4,9.1,13.5,2.3,1.3,0.6,4.2,6.6,23.6,0,98,103
Terry Cummings,PF,24,MIL,82,82,2669,12.0,25.3,0.474,0.0,0.0,0.0,12.0,25.3,0.474,4.7,7.1,0.6559999999999999,3.9,8.3,12.2,3.4,2.1,0.9,3.4,5.0,28.7,0,105,101
Earl Cureton,PF,28,DET,80,19,2017,6.5,12.9,0.505,0.0,0.0,0.0,6.5,12.8,0.507,2.7,4.8,0.555,4.5,7.0,11.5,3.1,1.3,1.3,3.4,5.5,15.7,0,101,107
Quintin Dailey,SG,25,CHI,35,0,723,13.5,31.3,0.43200000000000005,0.0,0.5,0.0,13.5,30.8,0.439,10.8,13.2,0.823,1.3,3.2,4.5,4.5,1.5,0.3,4.5,5.7,37.9,0,105,115
Adrian Dantley*,SF,29,UTA,76,75,2744,13.9,24.6,0.563,0.0,0.2,0.091,13.8,24.4,0.5670000000000001,10.7,13.5,0.7909999999999999,3.0,3.7,6.7,4.5,1.1,0.1,3.9,3.5,38.4,0,121,109
Brad Davis,PG,30,DAL,82,43,1971,6.4,12.0,0.532,0.8,2.1,0.36,5.6,9.8,0.569,4.7,5.4,0.868,0.6,2.9,3.5,11.1,1.4,0.4,2.6,4.1,18.2,0,128,114
Charles Davis,SF,27,MIL,57,7,873,10.1,21.4,0.474,0.2,1.3,0.125,10.0,20.1,0.496,3.3,4.0,0.813,3.2,5.9,9.2,3.0,1.4,0.4,2.7,6.1,23.7,0,106,104
Johnny Davis,SG,30,TOT,66,7,1014,6.9,16.1,0.43,0.1,0.6,0.231,6.8,15.5,0.43799999999999994,5.5,6.5,0.855,0.4,2.2,2.6,10.2,1.7,0.2,3.7,3.6,19.6,0,107,110
Walter Davis,SG,31,PHO,70,62,2239,12.8,26.3,0.485,0.4,1.6,0.237,12.4,24.8,0.5,5.3,6.2,0.843,1.1,3.0,4.2,7.4,2.0,0.1,4.5,3.1,31.2,0,105,109
Darryl Dawkins,C,29,NJN,51,3,1207,10.9,17.0,0.644,0.0,0.0,0.0,10.9,16.9,0.645,8.1,11.4,0.7070000000000001,3.3,6.4,9.7,3.0,0.6,2.3,4.8,8.7,29.9,0,118,107
Darren Daye,SF,25,WSB,64,4,1075,8.9,18.0,0.496,0.0,0.1,0.33299999999999996,8.9,17.8,0.49700000000000005,7.2,10.7,0.6709999999999999,3.2,5.0,8.2,4.9,2.1,0.5,4.4,5.5,25.1,0,105,105
James Donaldson,C,28,TOT,83,78,2682,4.5,8.0,0.5579999999999999,0.0,0.0,0.0,4.5,8.0,0.5579999999999999,3.6,4.4,0.8029999999999999,3.0,10.9,13.9,1.7,0.5,2.4,2.2,3.3,12.5,0,118,108
Larry Drew,PG,27,SAC,75,31,1971,9.0,18.5,0.485,0.2,0.7,0.32299999999999995,8.7,17.8,0.491,3.1,3.8,0.795,0.6,2.4,3.0,8.1,1.6,0.0,3.2,3.2,21.3,0,107,112
Clyde Drexler*,SG,23,POR,75,58,2576,9.7,20.4,0.475,0.2,1.1,0.2,9.5,19.3,0.49,5.2,6.8,0.769,3.0,4.5,7.5,10.7,3.5,0.8,5.0,4.8,24.8,0,107,106
Joe Dumars*,SG,22,DET,82,45,1957,6.8,14.1,0.48100000000000004,0.1,0.4,0.313,6.6,13.7,0.485,4.5,5.6,0.7979999999999999,1.4,1.4,2.8,9.2,1.6,0.3,3.7,4.7,18.1,0,109,112
T.R. Dunn,SG,30,DEN,82,82,2401,3.2,7.1,0.45399999999999996,0.0,0.0,0.0,3.2,7.1,0.455,1.3,1.6,0.773,2.7,4.4,7.1,3.2,2.9,0.3,1.0,4.3,7.7,0,114,105
Devin Durrant,SF,25,PHO,4,0,51,7.2,18.9,0.381,0.0,0.0,0.0,7.2,18.9,0.381,0.9,3.6,0.25,1.8,5.4,7.2,4.5,2.7,0.0,3.6,9.0,15.3,0,78,106
Mark Eaton,C,29,UTA,80,80,2551,5.0,10.7,0.47,0.0,0.0,0.0,5.0,10.7,0.47,2.2,3.7,0.604,3.1,9.2,12.3,1.8,0.6,6.7,2.9,5.1,12.3,0,94,100
Franklin Edwards,PG,26,LAC,73,19,1491,8.2,18.1,0.45399999999999996,0.0,0.3,0.111,8.2,17.8,0.46,4.1,4.7,0.8740000000000001,0.8,1.9,2.7,8.1,2.8,0.1,4.3,2.7,20.6,0,100,113
James Edwards,C,30,PHO,52,51,1314,11.1,20.5,0.542,0.0,0.0,0.0,11.1,20.5,0.542,7.4,10.5,0.7020000000000001,2.8,7.7,10.5,2.6,0.8,1.0,4.5,7.0,29.6,0,108,108
Craig Ehlo,SG,24,HOU,36,0,199,8.4,19.6,0.429,0.7,2.1,0.33299999999999996,7.7,17.5,0.44,5.4,6.8,0.7929999999999999,4.0,6.8,10.7,6.8,2.6,0.9,3.5,5.1,22.8,0,109,106
Dale Ellis,SF,25,DAL,72,1,1086,8.3,20.3,0.41100000000000003,2.7,7.5,0.364,5.6,12.8,0.43799999999999994,2.6,3.5,0.72,3.7,3.5,7.3,1.6,1.7,0.4,1.6,3.4,22.0,0,108,112
Alex English*,SF,32,DEN,81,81,3024,14.1,28.1,0.504,0.0,0.1,0.2,14.1,28.0,0.505,7.6,8.8,0.862,2.9,3.2,6.0,4.8,1.1,0.4,3.7,3.5,35.9,0,113,110
Julius Erving*,SF,35,PHI,74,74,2474,10.1,20.9,0.48,0.2,0.6,0.281,9.9,20.3,0.486,5.6,7.1,0.785,3.3,3.9,7.1,4.8,2.2,1.6,4.1,3.8,25.9,0,108,107
Mike Evans,PG,30,DEN,81,1,1389,9.8,23.2,0.425,1.3,5.7,0.222,8.6,17.5,0.49200000000000005,4.1,4.8,0.846,1.0,2.3,3.3,5.7,2.0,0.0,4.0,5.1,25.0,0,98,109
Patrick Ewing*,C,23,NYK,50,50,1771,10.6,22.4,0.474,0.0,0.1,0.0,10.6,22.2,0.47700000000000004,6.2,8.4,0.7390000000000001,3.4,9.0,12.4,2.8,1.5,2.8,4.7,5.3,27.4,0,99,101
Kenny Fields,SF,23,MIL,78,3,1120,8.6,16.7,0.513,0.0,0.2,0.0,8.6,16.5,0.518,3.8,5.5,0.6890000000000001,2.5,6.0,8.5,3.3,2.1,0.6,3.2,7.1,20.9,0,106,102
Vern Fleming,PG,23,IND,80,77,2870,7.2,14.3,0.506,0.0,0.1,0.16699999999999998,7.2,14.2,0.508,4.4,5.9,0.745,1.7,4.7,6.4,8.4,2.2,0.1,3.4,3.8,18.8,0,110,107
Sleepy Floyd,PG,25,GSW,82,82,2764,8.5,16.8,0.506,0.6,2.0,0.32799999999999996,7.8,14.8,0.53,5.8,7.3,0.7959999999999999,1.3,3.7,4.9,12.4,2.6,0.3,4.8,3.3,23.5,0,114,111
Rod Foster,PG,25,PHO,48,0,704,5.5,14.2,0.39,0.6,2.1,0.281,4.9,12.1,0.409,1.5,2.1,0.7190000000000001,0.6,3.2,3.8,7.9,1.4,0.1,4.0,5.0,13.1,0,88,110
World B. Free,SG,32,CLE,75,75,2535,12.1,26.7,0.455,1.3,3.1,0.42,10.8,23.6,0.46,7.1,9.1,0.78,1.3,2.7,4.1,5.9,1.7,0.4,3.2,3.5,32.7,0,109,111
Bill Garnett,PF,25,IND,80,2,1197,4.5,9.5,0.469,0.0,0.1,0.0,4.5,9.4,0.473,4.6,6.4,0.716,4.2,6.7,10.9,3.8,1.6,0.9,3.6,6.9,13.5,0,103,106
George Gervin*,SG,33,CHI,82,75,2065,12.1,25.6,0.47200000000000003,0.1,0.4,0.21100000000000002,12.0,25.2,0.47600000000000003,6.6,7.5,0.879,1.8,3.2,5.0,3.4,1.1,0.5,3.8,4.9,30.9,0,107,115
Mike Gibson,PF,25,DET,32,0,161,5.7,14.6,0.392,0.0,0.0,0.0,5.7,14.6,0.392,2.3,3.1,0.727,4.3,7.2,11.4,1.4,2.3,1.1,1.7,10.0,13.7,0,98,105
Artis Gilmore*,C,36,SAS,71,71,2395,8.2,13.2,0.618,0.0,0.0,0.0,8.2,13.2,0.619,6.5,9.3,0.701,3.2,8.4,11.6,2.0,0.8,2.1,3.6,4.6,22.9,0,117,108
Mike Glenn,SG,30,MIL,38,1,573,7.7,15.6,0.495,0.0,0.0,0.0,7.7,15.6,0.495,3.9,4.0,0.9590000000000001,0.3,4.3,4.7,3.2,0.7,0.2,1.5,3.4,19.3,0,116,107
Georgi Glouchkov,PF,26,PHO,49,16,772,5.0,12.4,0.402,0.1,0.1,1.0,4.9,12.3,0.39899999999999997,4.2,7.2,0.574,1.8,7.8,9.7,1.9,1.5,1.5,4.5,7.4,14.2,0,81,106
Mike Gminski,C,26,NJN,81,78,2525,9.0,17.5,0.517,0.0,0.0,0.0,9.0,17.4,0.518,6.5,7.2,0.893,3.8,8.5,12.3,2.4,1.0,1.3,2.6,3.0,24.5,0,120,106
Lancaster Gordon,SG,23,LAC,60,1,704,8.6,22.9,0.377,0.5,1.9,0.25,8.2,21.0,0.38799999999999996,3.0,3.7,0.804,1.6,2.9,4.5,4.0,2.2,0.7,4.1,6.0,20.7,0,86,113
Stuart Gray,C,22,IND,67,3,423,6.1,12.1,0.5,0.0,0.0,0.0,6.1,12.1,0.5,5.3,8.3,0.635,5.1,8.2,13.3,1.7,0.9,1.2,3.6,10.6,17.4,0,104,105
A.C. Green,PF,22,LAL,82,1,1542,6.3,11.8,0.539,0.0,0.2,0.16699999999999998,6.3,11.6,0.545,3.1,5.1,0.611,4.8,6.7,11.5,1.6,1.5,1.5,3.0,6.9,15.8,0,108,105
Ken Green,PF,26,NYK,7,0,72,8.8,18.3,0.48100000000000004,0.0,0.0,0.0,8.8,18.3,0.48100000000000004,3.4,6.1,0.556,8.1,10.1,18.3,1.4,2.7,0.0,0.7,5.4,21.0,0,116,100
Kenny Green,SF,21,TOT,41,0,453,8.8,20.4,0.43200000000000005,0.0,0.1,0.0,8.8,20.3,0.435,3.7,5.2,0.7140000000000001,2.9,4.9,7.8,1.0,0.5,1.0,3.7,5.6,21.3,0,92,109
Rickey Green,PG,31,UTA,80,44,2012,8.2,17.5,0.47100000000000003,0.1,0.7,0.172,8.1,16.8,0.483,4.9,5.8,0.852,0.7,2.4,3.1,9.5,2.4,0.1,3.0,3.0,21.5,0,111,107
Sidney Green,PF,25,CHI,80,68,2307,8.5,18.3,0.465,0.0,0.2,0.0,8.5,18.1,0.469,5.5,7.0,0.782,4.3,9.4,13.7,2.9,1.5,0.8,4.6,6.1,22.4,0,102,110
Dave Greenwood,PF,28,SAS,68,24,1910,4.8,9.4,0.51,0.0,0.0,0.0,4.8,9.4,0.512,3.4,4.5,0.772,3.7,9.2,12.9,2.2,0.9,1.3,2.7,5.0,13.0,0,109,108
Claude Gregory,PF,27,WSB,2,0,2,24.2,48.5,0.5,0.0,0.0,0.0,24.2,48.5,0.5,0.0,0.0,0.0,48.5,0.0,48.5,0.0,24.2,0.0,48.5,24.2,48.5,0,65,64
Ernie Grunfeld,SF,30,NYK,76,0,1402,5.1,12.3,0.41700000000000004,0.9,2.1,0.426,4.2,10.2,0.415,3.1,3.8,0.833,1.5,5.7,7.2,4.1,1.4,0.5,1.7,6.7,14.3,0,108,106
Pétur Guðmundsson,C,27,LAL,8,2,128,7.3,13.5,0.541,0.0,0.0,0.0,7.3,13.5,0.541,6.6,9.9,0.667,6.2,7.7,13.9,1.1,1.1,1.5,4.0,9.1,21.2,0,111,105
Bob Hansen,SG,25,UTA,82,82,2032,6.8,14.4,0.47600000000000003,0.4,1.1,0.34,6.4,13.2,0.488,2.2,3.0,0.72,1.9,3.7,5.6,4.4,1.7,0.2,2.9,4.7,16.2,0,101,107
Bill Hanzlik,SF,28,DEN,79,0,1982,7.5,16.8,0.447,0.2,0.9,0.195,7.3,15.9,0.461,7.2,9.2,0.785,2.0,4.0,6.0,7.2,2.4,0.4,3.7,6.3,22.4,0,108,106
Derek Harper,PG,24,DAL,79,39,2150,8.5,15.9,0.534,0.3,1.1,0.235,8.3,14.8,0.557,3.7,5.0,0.747,1.6,3.3,4.9,9.1,3.3,0.5,3.1,3.6,21.0,0,116,109
Steve Harris,SG,22,HOU,57,0,482,9.9,22.4,0.442,0.1,0.5,0.2,9.8,21.9,0.447,4.8,5.2,0.9259999999999999,2.4,3.1,5.5,4.8,2.0,0.4,3.3,5.3,24.7,0,105,110
Scott Hastings,PF,25,ATL,62,0,650,4.8,11.7,0.409,0.2,0.3,0.75,4.6,11.4,0.4,4.4,5.2,0.857,3.2,5.9,9.2,1.9,1.0,0.6,3.0,8.7,14.3,0,102,107
Steve Hayes,C,30,UTA,58,0,397,4.6,10.2,0.44799999999999995,0.0,0.0,0.0,4.6,10.2,0.44799999999999995,1.3,4.2,0.306,3.7,5.3,9.0,0.8,0.6,2.2,1.9,9.5,10.4,0,90,106
Gerald Henderson,PG,30,SEA,82,82,2568,8.3,17.3,0.48200000000000004,0.3,1.0,0.34600000000000003,8.0,16.3,0.491,3.5,4.3,0.83,1.7,1.9,3.6,9.3,2.6,0.2,3.5,4.4,20.5,0,110,107
Jerome Henderson,C,26,LAL,1,0,3,31.1,46.7,0.667,0.0,0.0,0.0,31.1,46.7,0.667,0.0,0.0,0.0,0.0,15.6,15.6,0.0,0.0,0.0,0.0,15.6,62.3,0,131,103
Carl Henry,SG,25,SAC,28,0,149,9.8,21.2,0.46299999999999997,1.3,3.2,0.4,8.5,18.0,0.474,3.8,5.4,0.706,2.5,3.5,6.0,1.3,1.6,0.0,2.8,3.5,24.6,0,102,111
Rod Higgins,SF,26,TOT,30,0,332,5.6,15.2,0.368,0.1,1.3,0.111,5.4,13.9,0.392,2.7,3.9,0.7040000000000001,2.0,5.3,7.3,3.4,1.3,1.6,1.9,7.0,14.0,0,94,109
Roy Hinson,SF,24,CLE,82,82,2834,10.4,19.5,0.532,0.0,0.1,0.0,10.4,19.4,0.534,6.1,8.4,0.7190000000000001,2.8,7.9,10.7,1.7,1.0,1.9,3.1,5.3,26.8,0,111,107
