Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
Anthony Davis,PF,21,NOP,68,68,2455,13.7,25.7,0.535,0.0,0.3,0.083,13.7,25.4,0.54,7.9,9.9,0.805,3.7,11.2,14.9,3.2,2.1,4.3,2.0,3.0,35.4,0,122,100
Ed Davis,PF,25,LAL,79,24,1840,7.8,13.0,0.601,0.0,0.0,0.0,7.8,13.0,0.601,2.6,5.2,0.48700000000000004,6.4,10.3,16.7,2.6,1.4,2.7,1.6,5.6,18.2,0,124,107
Glen Davis,PF,29,LAC,74,0,904,6.6,14.3,0.45899999999999996,0.0,0.2,0.0,6.6,14.1,0.466,3.4,5.3,0.632,2.4,7.1,9.5,2.2,2.3,1.2,2.2,7.4,16.5,0,100,104
Andre Dawkins,SG,23,MIA,4,0,22,2.4,14.4,0.16699999999999998,2.4,14.4,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,2.4,0.0,0.0,2.4,7.2,7.2,0,53,113
Austin Daye,SF,26,TOT,34,4,344,7.4,21.0,0.355,3.6,10.6,0.33799999999999997,3.9,10.4,0.371,0.7,0.9,0.833,1.5,9.7,11.2,2.5,1.8,0.7,3.4,5.8,19.2,0,85,101
Dewayne Dedmon,C,25,ORL,59,15,845,5.5,9.8,0.562,0.0,0.1,0.0,5.5,9.7,0.565,2.1,3.9,0.531,7.1,10.7,17.9,0.5,1.0,3.0,3.1,8.5,13.1,0,107,104
Matthew Dellavedova,SG,24,CLE,67,13,1380,4.2,11.6,0.36200000000000004,2.6,6.3,0.40700000000000003,1.6,5.3,0.307,1.1,1.4,0.763,1.4,3.4,4.7,7.7,0.9,0.1,2.3,5.7,12.0,0,109,111
Luol Deng,SF,29,MIA,72,72,2421,8.0,17.2,0.469,1.7,4.8,0.355,6.3,12.4,0.513,4.2,5.5,0.7609999999999999,2.2,6.0,8.2,3.0,1.4,0.5,2.4,2.4,22.0,0,110,109
DeMar DeRozan,SG,25,TOR,60,60,2100,10.1,24.4,0.413,0.6,2.2,0.284,9.5,22.2,0.426,8.9,10.7,0.8320000000000001,1.0,5.8,6.8,5.2,1.8,0.3,3.4,3.0,29.6,0,104,109
Boris Diaw,PF,32,SAS,81,15,1984,7.5,16.3,0.46,1.4,4.4,0.32,6.1,11.9,0.512,1.9,2.4,0.774,2.0,7.0,9.0,6.0,0.9,0.6,3.3,3.8,18.3,0,103,105
Gorgui Dieng,C,25,MIN,73,49,2193,6.0,11.9,0.506,0.0,0.1,0.16699999999999998,6.0,11.7,0.51,4.4,5.7,0.7829999999999999,5.2,8.9,14.1,3.4,1.6,2.9,2.9,4.4,16.5,0,113,108
Spencer Dinwiddie,PG,21,DET,34,1,455,5.8,19.2,0.302,1.4,7.4,0.185,4.4,11.8,0.375,3.5,3.9,0.912,0.5,5.0,5.5,11.8,2.2,0.7,3.8,6.0,16.5,0,92,107
Joey Dorsey,PF,31,HOU,69,17,854,4.7,8.4,0.552,0.0,0.1,0.0,4.7,8.4,0.556,1.4,4.8,0.289,6.0,10.2,16.2,1.5,2.3,1.5,2.4,9.1,10.7,0,103,100
Toney Douglas,SG,28,NOP,12,0,177,5.6,15.1,0.373,1.5,5.3,0.278,4.2,9.8,0.424,2.4,3.9,0.615,0.6,5.9,6.5,7.1,3.3,1.2,3.0,5.9,15.1,0,95,104
Chris Douglas-Roberts,SG,28,LAC,12,0,103,2.5,10.3,0.23800000000000002,0.5,3.4,0.14300000000000002,2.0,6.9,0.28600000000000003,3.9,3.9,1.0,0.5,5.4,5.9,2.0,0.5,0.0,0.0,6.9,9.3,0,96,110
Goran Dragić,SG-PG,28,TOT,78,78,2640,9.7,19.3,0.501,1.7,5.0,0.34700000000000003,7.9,14.3,0.555,3.5,4.5,0.774,1.6,3.7,5.3,6.7,1.5,0.3,3.3,3.8,24.5,0,112,110
Zoran Dragić,SG,25,TOT,16,1,75,7.7,20.9,0.36700000000000005,2.1,9.8,0.214,5.6,11.1,0.5,2.1,3.5,0.6,3.5,2.1,5.6,3.5,1.4,0.0,3.5,4.2,19.5,0,89,112
Larry Drew,PG,24,PHI,12,1,219,4.6,13.3,0.345,0.9,6.0,0.154,3.7,7.3,0.5,0.5,0.7,0.667,0.2,3.2,3.4,10.3,1.4,0.0,5.7,3.0,10.5,0,77,110
Andre Drummond,C,21,DET,82,82,2502,10.2,19.9,0.514,0.0,0.0,0.0,10.2,19.8,0.515,2.9,7.5,0.389,9.0,13.8,22.8,1.1,1.5,3.2,2.5,5.9,23.4,0,107,100
Jared Dudley,SG,29,MIL,72,22,1717,5.9,12.6,0.46799999999999997,2.2,5.7,0.385,3.7,6.9,0.537,1.4,2.0,0.716,1.3,5.2,6.5,3.9,2.1,0.3,1.8,3.4,15.4,0,112,104
Tim Duncan,C,38,SAS,77,77,2227,9.6,18.8,0.512,0.0,0.2,0.28600000000000003,9.6,18.7,0.514,5.3,7.1,0.74,3.9,12.3,16.2,5.3,1.4,3.5,3.0,3.8,24.6,0,113,97
Mike Dunleavy,SF,34,CHI,63,63,1838,5.9,13.5,0.435,3.0,7.4,0.40700000000000003,2.9,6.1,0.46799999999999997,2.0,2.4,0.805,0.8,6.2,7.0,3.2,1.1,0.6,1.7,3.5,16.7,0,113,106
Kevin Durant,SF,26,OKC,27,27,913,13.1,25.6,0.51,3.5,8.7,0.40299999999999997,9.6,16.9,0.565,8.0,9.4,0.8540000000000001,0.9,8.9,9.8,6.0,1.3,1.4,4.1,2.2,37.7,0,121,105
Cleanthony Early,SF,23,NYK,39,7,647,6.2,17.4,0.355,1.8,6.8,0.262,4.4,10.6,0.415,2.9,3.9,0.75,1.8,6.1,7.9,2.9,2.0,1.0,3.3,4.6,17.1,0,87,110
Wayne Ellington,SG,27,LAL,65,36,1675,7.7,18.8,0.41200000000000003,2.7,7.4,0.37,5.0,11.4,0.439,1.6,2.0,0.813,0.9,5.5,6.4,3.2,1.0,0.1,1.5,2.3,19.8,0,103,114
Monta Ellis,SG,29,DAL,80,80,2699,11.3,25.3,0.445,1.5,5.3,0.285,9.7,20.0,0.48700000000000004,4.3,5.7,0.752,0.6,2.9,3.6,6.1,2.8,0.5,3.7,3.7,28.3,0,100,107
James Ennis,SF,24,MIA,62,3,1051,5.1,12.4,0.409,1.6,4.8,0.326,3.5,7.6,0.461,4.0,4.7,0.84,2.6,6.3,8.8,2.4,1.3,0.9,2.0,4.5,15.7,0,110,108
Tyler Ennis,PG,20,TOT,33,1,411,6.4,17.8,0.361,1.5,5.3,0.27899999999999997,4.9,12.5,0.396,0.6,0.9,0.7140000000000001,0.9,3.5,4.3,9.0,2.2,0.6,5.2,4.5,15.0,0,83,105
Jeremy Evans,SF,27,UTA,38,0,266,6.4,11.6,0.552,0.4,1.0,0.4,6.0,10.6,0.5660000000000001,4.8,5.8,0.828,5.2,9.0,14.2,2.6,2.2,2.4,1.0,5.8,18.0,0,139,101
Reggie Evans,PF,34,SAC,47,7,764,3.8,9.0,0.423,0.0,0.1,0.0,3.8,8.9,0.43,4.0,6.4,0.619,6.4,13.3,19.7,2.1,1.4,0.3,3.0,6.0,11.6,0,103,106
Tyreke Evans,SG,25,NOP,79,76,2690,10.2,22.8,0.447,1.3,4.4,0.304,8.8,18.3,0.48200000000000004,3.9,5.7,0.6940000000000001,1.6,6.5,8.1,10.2,2.0,0.7,4.8,3.9,25.6,0,103,107
Dante Exum,PG,19,UTA,82,41,1817,4.2,12.2,0.349,2.4,7.7,0.314,1.8,4.4,0.408,0.6,0.9,0.625,0.8,3.0,3.8,5.8,1.2,0.4,3.4,4.3,11.5,0,90,109
Festus Ezeli,C,25,GSW,46,7,504,7.4,13.5,0.547,0.0,0.0,0.0,7.4,13.5,0.547,4.7,7.6,0.628,5.8,9.2,15.0,0.9,0.7,4.1,3.1,7.5,19.5,0,111,99
Kenneth Faried,PF,25,DEN,75,71,2086,8.9,17.6,0.507,0.0,0.2,0.125,8.9,17.4,0.511,4.8,6.9,0.691,5.8,10.2,16.0,2.1,1.5,1.4,2.8,5.1,22.6,0,111,106
Jordan Farmar,PG,28,LAC,36,0,529,5.8,15.1,0.386,3.4,9.3,0.361,2.5,5.8,0.426,1.0,1.1,0.909,0.8,3.3,4.0,6.4,1.9,0.5,3.1,5.0,16.0,0,101,108
Derrick Favors,PF,23,UTA,74,74,2280,11.2,21.4,0.525,0.0,0.1,0.16699999999999998,11.2,21.2,0.527,5.2,7.7,0.669,4.6,9.6,14.1,2.6,1.4,2.9,2.8,4.9,27.6,0,113,102
Raymond Felton,PG,30,DAL,29,3,281,7.7,19.0,0.406,1.8,6.1,0.294,5.9,12.9,0.45799999999999996,2.2,2.7,0.8,0.4,4.3,4.7,7.4,2.0,0.7,3.2,3.1,19.4,0,98,108
Landry Fields,SF,26,TOR,26,9,216,4.8,9.8,0.488,0.2,0.5,0.5,4.5,9.3,0.48700000000000004,1.2,1.4,0.833,2.4,3.8,6.2,3.6,2.6,0.0,1.9,2.2,11.0,0,109,109
Evan Fournier,SG,22,ORL,58,32,1661,7.8,17.7,0.44,2.6,6.9,0.37799999999999995,5.2,10.8,0.48,3.3,4.5,0.728,0.9,3.8,4.7,3.7,1.2,0.1,2.5,3.6,21.5,0,105,111
Randy Foye,SG,31,DEN,50,21,1087,6.8,18.5,0.368,4.3,12.1,0.35700000000000004,2.5,6.4,0.38799999999999996,2.1,2.5,0.818,0.4,3.5,3.9,5.5,1.6,0.5,2.8,4.5,20.0,0,102,111
Jamaal Franklin,SG,23,DEN,3,0,13,3.8,7.7,0.5,3.8,7.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8,3.8,7.7,11.5,0.0,3.8,11.5,15.4,11.5,0,83,110
Tim Frazier,PG,24,TOT,11,3,239,4.4,12.9,0.344,1.1,3.6,0.294,3.4,9.3,0.364,2.1,4.4,0.47600000000000003,1.3,4.6,5.9,12.6,1.7,0.0,5.3,5.5,12.0,0,88,108
Jimmer Fredette,PG,25,NOP,50,0,509,6.5,17.1,0.38,0.9,5.0,0.188,5.6,12.2,0.45799999999999996,4.4,4.6,0.956,0.8,3.3,4.1,6.0,1.5,0.2,3.4,4.4,18.4,0,97,111
Joel Freeland,C,27,POR,48,8,617,6.1,12.5,0.49,0.0,0.0,0.0,6.1,12.5,0.49,1.7,2.1,0.84,5.1,10.7,15.8,1.3,0.7,1.9,1.9,7.7,14.0,0,109,102
Channing Frye,PF,31,ORL,75,51,1870,5.2,13.3,0.392,3.7,9.5,0.39299999999999996,1.5,3.9,0.39,0.8,1.0,0.8859999999999999,0.7,7.3,8.0,2.6,1.3,1.1,2.1,5.2,15.0,0,101,108
Danilo Gallinari,SF,26,DEN,59,27,1426,8.0,19.9,0.401,3.7,10.5,0.355,4.2,9.4,0.45299999999999996,6.0,6.7,0.895,1.1,6.5,7.6,2.9,1.6,0.7,2.0,3.3,25.7,0,114,109
Langston Galloway,PG,23,NYK,45,41,1457,7.4,18.5,0.39899999999999997,2.2,6.4,0.35200000000000004,5.1,12.1,0.424,2.3,2.8,0.8079999999999999,1.3,5.5,6.9,5.4,1.9,0.4,2.2,4.7,19.3,0,101,111
Francisco García,SF,33,HOU,14,0,200,4.2,15.7,0.27,2.5,11.2,0.222,1.7,4.5,0.389,0.2,1.0,0.25,0.7,3.5,4.2,3.7,2.2,1.2,2.5,5.0,11.2,0,76,105
Kevin Garnett,PF,38,TOT,47,47,952,7.8,16.6,0.467,0.1,0.4,0.14300000000000002,7.7,16.2,0.475,2.0,2.4,0.8,2.6,14.3,16.9,4.2,2.5,0.9,2.5,5.9,17.5,0,101,101
Marc Gasol,C,30,MEM,81,81,2687,10.3,20.8,0.494,0.1,0.3,0.17600000000000002,10.2,20.5,0.5,6.8,8.5,0.795,2.2,10.0,12.2,6.0,1.4,2.5,3.4,4.0,27.4,0,111,100
Pau Gasol,PF,34,CHI,78,78,2681,11.0,22.2,0.494,0.2,0.5,0.462,10.8,21.7,0.495,5.7,7.1,0.8029999999999999,4.2,13.5,17.7,4.1,0.5,2.8,3.0,2.8,27.9,0,112,101
Rudy Gay,SF,28,SAC,68,67,2408,10.6,23.3,0.455,1.7,4.6,0.359,9.0,18.7,0.479,7.0,8.2,0.858,2.0,6.3,8.3,5.2,1.5,0.9,3.8,3.3,29.9,0,110,110
Alonzo Gee,SF,27,TOT,54,2,662,6.6,14.1,0.46799999999999997,1.0,2.7,0.371,5.6,11.4,0.49,4.1,5.8,0.701,2.8,4.3,7.1,1.9,2.7,0.5,2.5,4.4,18.3,0,106,107
Paul George,SF,24,IND,6,0,91,10.2,27.7,0.36700000000000005,5.1,12.5,0.409,5.1,15.3,0.33299999999999996,4.5,6.2,0.727,2.3,10.2,12.5,3.4,2.8,0.6,6.8,6.2,30.0,0,87,99
Taj Gibson,PF,29,CHI,62,17,1692,7.8,15.5,0.502,0.0,0.0,0.0,7.8,15.5,0.502,4.0,5.6,0.7170000000000001,5.0,7.2,12.1,2.2,1.1,2.3,2.4,5.0,19.6,0,112,104
Manu Ginóbili,SG,37,SAS,70,0,1587,8.1,19.0,0.426,2.9,8.3,0.345,5.2,10.7,0.489,4.7,6.6,0.721,0.9,5.9,6.8,9.5,2.2,0.6,5.0,4.5,23.8,0,103,102
Rudy Gobert,C,22,UTA,82,37,2158,6.3,10.5,0.604,0.0,0.0,0.0,6.3,10.5,0.607,4.2,6.7,0.623,6.5,12.5,19.1,2.7,1.6,4.7,2.7,4.3,16.9,0,122,98
Drew Gooden,PF,33,WAS,51,7,864,6.5,16.4,0.39899999999999997,1.4,3.5,0.39,5.2,12.9,0.401,2.0,2.6,0.773,4.3,9.0,13.2,2.9,1.2,0.5,1.7,5.4,16.4,0,103,103
Archie Goodwin,SG,20,PHO,41,2,535,7.4,18.7,0.39299999999999996,1.1,3.8,0.293,6.2,14.9,0.419,5.7,7.7,0.735,2.5,4.4,6.9,4.1,1.7,0.8,4.5,5.1,21.5,0,94,108
Aaron Gordon,PF,19,ORL,47,8,797,6.0,13.3,0.447,0.8,3.1,0.271,5.1,10.3,0.5,2.8,3.9,0.721,3.0,7.9,10.8,2.1,1.3,1.4,2.4,5.3,15.6,0,101,107
Ben Gordon,SG,31,ORL,56,0,790,8.4,19.1,0.43700000000000006,2.3,6.3,0.361,6.1,12.8,0.475,3.6,4.3,0.836,0.4,3.7,4.1,3.2,0.9,0.1,3.6,3.9,22.6,0,98,112
Drew Gordon,PF,24,PHI,9,0,71,5.6,13.4,0.42100000000000004,0.0,2.1,0.0,5.6,11.3,0.5,0.7,1.4,0.5,4.9,7.8,12.7,1.4,0.7,0.0,5.6,4.9,12.0,0,73,108
Eric Gordon,SG,26,NOP,61,60,2018,7.4,18.1,0.41100000000000003,3.7,8.2,0.44799999999999995,3.7,9.9,0.38,2.8,3.5,0.805,0.7,3.4,4.1,6.0,1.3,0.4,3.2,3.8,21.3,0,106,111
Marcin Gortat,C,30,WAS,82,82,2453,9.2,16.2,0.5660000000000001,0.0,0.1,0.0,9.2,16.1,0.569,2.6,3.7,0.703,3.8,11.2,15.0,2.0,1.0,2.3,2.1,4.0,20.9,0,114,100
Danny Granger,SF,31,MIA,30,6,613,5.6,14.0,0.401,2.6,7.2,0.35700000000000004,3.0,6.7,0.449,2.4,3.2,0.757,1.7,5.2,6.9,1.5,1.1,0.5,2.1,5.8,16.2,0,102,110
Jerami Grant,SF,20,PHI,65,11,1377,4.5,12.8,0.35200000000000004,1.8,5.7,0.314,2.7,7.1,0.38299999999999995,4.2,7.0,0.591,1.8,5.4,7.2,2.9,1.5,2.5,3.1,5.2,15.0,0,91,106
Danny Green,SG,27,SAS,81,80,2312,7.1,16.3,0.436,4.2,10.1,0.418,2.9,6.2,0.466,2.5,2.8,0.8740000000000001,1.2,6.4,7.6,3.5,2.2,1.9,2.1,3.6,20.9,0,114,100
Draymond Green,PF,24,GSW,79,79,2490,6.7,15.0,0.44299999999999995,2.2,6.5,0.337,4.5,8.6,0.523,2.6,3.9,0.66,2.2,10.5,12.7,5.7,2.4,1.9,2.6,5.0,18.1,0,110,97
Erick Green,PG,23,DEN,43,1,410,7.4,19.7,0.377,1.7,5.7,0.298,5.7,14.0,0.409,1.2,1.5,0.833,0.9,2.9,3.8,4.8,1.5,0.0,1.7,3.2,17.8,0,95,112
Gerald Green,SG,29,PHO,74,4,1446,11.2,26.8,0.41600000000000004,4.7,13.3,0.354,6.4,13.5,0.478,3.4,4.1,0.825,1.1,5.3,6.4,3.1,1.4,0.4,3.6,5.0,30.5,0,101,108
JaMychal Green,PF,24,TOT,24,1,164,8.6,14.9,0.574,0.0,1.9,0.0,8.6,13.0,0.659,2.5,3.2,0.8,6.0,8.3,14.3,1.3,1.6,1.6,4.4,7.9,19.7,0,105,101
Jeff Green,SF,28,TOT,78,70,2454,8.7,20.2,0.43,2.0,6.1,0.332,6.7,14.1,0.473,5.0,6.0,0.833,1.3,5.5,6.8,2.8,1.1,0.7,2.3,3.1,24.4,0,106,106
Willie Green,SG,33,ORL,52,2,951,6.3,16.5,0.386,2.3,6.5,0.34700000000000003,4.1,9.9,0.41100000000000003,1.5,1.8,0.8240000000000001,0.8,3.5,4.2,3.7,1.4,0.3,2.6,4.4,16.5,0,93,111
Blake Griffin,PF,25,LAC,67,67,2356,12.3,24.6,0.502,0.2,0.5,0.4,12.1,24.1,0.504,6.7,9.2,0.728,2.7,8.2,10.9,7.6,1.4,0.8,3.3,4.2,31.6,0,113,106
Jorge Gutiérrez,PG,26,TOT,20,1,175,6.4,12.0,0.537,0.0,0.9,0.0,6.4,11.1,0.579,2.6,3.8,0.6920000000000001,1.5,5.9,7.3,6.4,1.8,0.0,3.5,7.3,15.5,0,105,105
P.J. Hairston,SG,22,CHO,45,2,687,6.5,20.2,0.32299999999999995,3.7,12.3,0.301,2.9,8.0,0.358,2.3,2.7,0.861,1.7,5.3,6.9,1.6,1.6,1.0,1.7,4.6,19.1,0,91,104
Jordan Hamilton,SF,24,LAC,14,2,122,5.8,14.5,0.4,4.2,8.7,0.47600000000000003,1.7,5.8,0.28600000000000003,0.0,0.0,0.0,0.8,5.8,6.6,2.9,0.8,0.0,1.7,5.8,15.8,0,105,109
Justin Hamilton,C,24,TOT,41,14,712,6.2,12.9,0.478,0.7,2.2,0.32299999999999995,5.4,10.7,0.51,2.8,3.4,0.83,4.1,5.6,9.7,2.6,2.0,2.2,1.9,5.1,15.9,0,114,109
Tyler Hansbrough,PF,29,TOR,74,8,1058,4.2,8.1,0.521,0.0,0.3,0.14300000000000002,4.2,7.7,0.5379999999999999,4.7,6.8,0.698,5.2,7.8,13.0,1.0,1.5,0.7,1.0,6.9,13.2,0,132,107
Tim Hardaway,SG,22,NYK,70,30,1681,8.7,22.5,0.389,3.8,11.1,0.342,4.9,11.4,0.435,3.9,4.9,0.8009999999999999,0.4,4.5,4.9,4.0,0.6,0.4,2.6,3.7,25.2,0,101,114
James Harden,SG,25,HOU,81,81,2981,10.8,24.5,0.44,3.5,9.3,0.375,7.3,15.3,0.48,11.9,13.7,0.868,1.3,6.4,7.7,9.4,2.6,1.0,5.4,3.5,37.0,0,118,103
Maurice Harkless,SF,21,ORL,45,4,674,4.8,12.0,0.39899999999999997,0.8,4.2,0.179,4.0,7.7,0.52,1.7,3.1,0.537,2.9,5.2,8.0,1.9,2.4,0.7,2.0,5.0,12.0,0,92,107
Devin Harris,PG,31,DAL,76,3,1685,6.6,15.7,0.418,2.8,8.0,0.35700000000000004,3.7,7.7,0.48100000000000004,4.0,4.8,0.815,0.4,3.7,4.0,7.1,2.3,0.4,2.5,4.4,19.9,0,113,108
Gary Harris,SG,20,DEN,55,6,719,4.6,15.1,0.304,1.5,7.2,0.204,3.1,7.9,0.395,2.4,3.3,0.745,1.5,3.0,4.4,2.0,2.7,0.5,2.6,4.9,13.1,0,81,109
Joe Harris,SG,23,CLE,51,1,493,5.1,12.7,0.4,3.3,8.9,0.369,1.8,3.8,0.47200000000000003,0.9,1.6,0.6,0.7,3.6,4.3,2.7,0.7,0.2,2.8,6.5,14.3,0,97,111
Tobias Harris,SF,22,ORL,68,63,2369,9.5,20.5,0.466,1.9,5.2,0.364,7.7,15.3,0.5,4.2,5.3,0.7879999999999999,1.6,7.7,9.3,2.7,1.5,0.8,2.5,2.9,25.1,0,107,108
Udonis Haslem,PF,34,MIA,62,25,995,5.7,12.7,0.44799999999999995,0.1,0.5,0.2,5.6,12.2,0.45899999999999996,2.4,3.4,0.703,3.8,9.9,13.7,2.4,1.1,0.7,2.2,6.0,13.8,0,102,106
Spencer Hawes,PF,26,LAC,73,15,1274,6.5,16.5,0.39299999999999996,2.2,7.0,0.313,4.3,9.5,0.452,1.8,2.7,0.647,1.2,9.1,10.3,3.5,1.0,2.1,2.4,6.9,16.9,0,95,104
Chuck Hayes,C,31,TOR,29,0,255,4.5,9.3,0.478,0.0,0.0,0.0,4.5,9.3,0.478,1.2,2.2,0.545,3.6,6.7,10.3,4.1,2.0,0.8,1.6,7.5,10.1,0,111,107
Gordon Hayward,SF,24,UTA,76,76,2618,9.8,22.0,0.445,2.4,6.7,0.364,7.4,15.4,0.48100000000000004,7.6,9.4,0.812,1.1,6.5,7.6,6.3,2.2,0.6,4.2,2.7,29.7,0,111,105
Brendan Haywood,C,35,CLE,22,1,119,6.1,13.1,0.467,0.0,0.0,0.0,6.1,13.1,0.467,3.1,5.7,0.5379999999999999,2.6,10.0,12.7,0.9,0.9,4.4,4.4,7.4,15.3,0,85,102
Gerald Henderson,SG,27,CHO,80,72,2315,8.3,18.9,0.43700000000000006,1.0,3.0,0.331,7.2,15.9,0.457,4.1,4.8,0.848,0.8,5.3,6.1,4.6,1.1,0.5,2.5,3.0,21.6,0,102,106
Xavier Henry,SF,23,LAL,9,0,86,1.8,7.7,0.231,0.0,0.0,0.0,1.8,7.7,0.231,8.3,14.3,0.583,1.2,1.2,2.4,1.8,1.8,0.0,1.8,3.6,11.9,0,90,114
John Henson,C,24,MIL,67,11,1228,8.1,14.4,0.5660000000000001,0.0,0.0,0.0,8.1,14.4,0.5660000000000001,3.2,5.7,0.569,5.2,7.8,13.0,2.5,1.2,5.6,3.6,6.3,19.5,0,106,98
Roy Hibbert,C,28,IND,76,76,1926,8.5,19.0,0.446,0.0,0.1,0.0,8.5,18.9,0.44799999999999995,4.5,5.5,0.8240000000000001,4.2,10.3,14.4,2.2,0.5,3.3,2.9,5.8,21.5,0,101,101
J.J. Hickson,C,26,DEN,73,8,1411,7.7,16.2,0.475,0.0,0.1,0.0,7.7,16.2,0.47700000000000004,4.1,7.1,0.5770000000000001,5.3,10.7,16.0,2.0,1.3,1.2,3.4,4.8,19.5,0,100,106
Nenê Hilário,PF,32,WAS,67,58,1693,9.3,18.2,0.511,0.0,0.2,0.2,9.3,18.0,0.513,3.7,6.1,0.604,2.5,7.9,10.4,3.7,2.0,0.7,3.8,5.4,22.3,0,100,102
George Hill,PG,28,IND,43,36,1267,10.4,21.8,0.47700000000000004,2.8,7.8,0.358,7.6,13.9,0.544,4.6,5.8,0.79,1.0,6.3,7.3,8.9,1.8,0.6,2.8,4.5,28.1,0,117,103
Jordan Hill,C,27,LAL,70,57,1874,9.7,21.2,0.45899999999999996,0.1,0.3,0.273,9.6,20.9,0.462,3.4,4.6,0.738,4.7,10.4,15.2,2.8,0.9,1.4,2.9,4.5,22.9,0,101,109
Solomon Hill,SF,23,IND,82,78,2381,5.4,13.7,0.396,1.5,4.5,0.327,4.0,9.2,0.43,3.4,4.2,0.8240000000000001,1.5,5.3,6.8,4.0,1.4,0.4,2.5,3.8,15.8,0,101,105
Kirk Hinrich,SG,34,CHI,66,22,1610,4.6,12.2,0.373,1.9,5.4,0.345,2.7,6.8,0.39399999999999996,1.1,1.6,0.7,0.6,3.2,3.9,4.8,1.5,0.4,2.3,4.6,12.1,0,95,108
Jrue Holiday,PG,24,NOP,40,37,1303,9.6,21.5,0.446,2.1,5.4,0.37799999999999995,7.5,16.1,0.469,2.6,3.1,0.855,1.3,4.2,5.4,11.0,2.5,0.9,3.7,4.4,23.9,0,109,107
Justin Holiday,SG,25,GSW,59,4,657,6.8,17.5,0.387,2.6,8.1,0.321,4.2,9.4,0.444,2.8,3.3,0.8220000000000001,0.9,4.5,5.4,3.6,3.0,0.9,2.2,4.0,18.9,0,100,101
Ryan Hollins,C,30,SAC,46,9,441,6.0,9.4,0.6459999999999999,0.0,0.0,0.0,6.0,9.4,0.6459999999999999,3.5,6.2,0.574,4.1,7.6,11.8,1.6,0.7,2.2,2.9,7.4,15.6,0,115,109
Rodney Hood,SG,22,UTA,50,21,1064,7.7,18.7,0.414,3.1,8.5,0.365,4.6,10.2,0.456,3.0,4.0,0.763,0.4,5.4,5.8,4.1,1.5,0.6,2.2,5.9,21.6,0,108,107
Al Horford,C,28,ATL,76,76,2318,11.4,21.3,0.5379999999999999,0.2,0.8,0.306,11.2,20.5,0.547,2.4,3.1,0.759,2.9,9.1,12.0,5.4,1.5,2.2,2.2,2.7,25.5,0,114,102
Dwight Howard,C,29,HOU,41,41,1223,10.2,17.2,0.593,0.0,0.1,0.5,10.2,17.1,0.594,5.8,11.0,0.528,4.5,13.0,17.5,2.0,1.1,2.2,4.7,5.6,26.3,0,105,100
Lester Hudson,SG,30,LAC,5,0,56,5.4,12.7,0.429,2.7,5.4,0.5,2.7,7.2,0.375,2.7,3.6,0.75,0.9,6.3,7.2,4.5,5.4,0.9,2.7,3.6,16.3,0,108,98
Robbie Hummel,SF,25,MIN,45,4,742,5.4,11.8,0.45899999999999996,1.1,3.5,0.314,4.3,8.3,0.521,1.6,2.0,0.828,2.1,7.1,9.2,1.9,1.1,0.6,1.2,5.9,13.6,0,110,113
Kris Humphries,PF,29,WAS,64,17,1345,8.0,17.0,0.473,0.0,0.3,0.0,8.0,16.7,0.48100000000000004,3.3,4.5,0.7440000000000001,4.5,11.4,15.8,2.2,1.3,1.0,1.8,5.0,19.4,0,108,101
Serge Ibaka,PF,25,OKC,64,64,2116,8.9,18.6,0.47600000000000003,1.8,4.9,0.376,7.0,13.8,0.511,2.2,2.6,0.836,3.2,8.6,11.8,1.3,0.7,3.7,2.3,4.6,21.7,0,109,104
Andre Iguodala,SF,31,GSW,77,0,2069,5.5,11.7,0.466,1.7,5.0,0.349,3.7,6.7,0.5529999999999999,1.6,2.7,0.596,1.0,5.0,6.1,5.4,2.1,0.6,2.1,2.4,14.3,0,110,103
Ersan İlyasova,PF,27,MIL,58,36,1319,10.2,21.5,0.47200000000000003,2.9,7.3,0.389,7.3,14.2,0.515,2.7,4.1,0.645,3.1,7.6,10.7,2.2,1.4,0.7,1.7,5.8,25.9,0,111,103
Joe Ingles,SF,27,UTA,79,32,1673,4.7,11.2,0.415,2.3,6.4,0.35600000000000004,2.4,4.8,0.493,1.0,1.3,0.75,0.7,4.9,5.6,5.8,2.3,0.3,3.1,3.9,12.6,0,101,106
Kyrie Irving,PG,22,CLE,75,75,2730,11.0,23.5,0.46799999999999997,3.0,7.2,0.415,8.0,16.3,0.491,6.0,7.0,0.863,1.0,3.5,4.5,7.4,2.2,0.4,3.5,2.8,31.0,0,117,108
Jarrett Jack,PG,31,BRK,80,27,2241,8.3,18.9,0.439,0.9,3.4,0.267,7.4,15.5,0.47700000000000004,4.6,5.2,0.8809999999999999,0.4,5.2,5.7,8.6,1.7,0.3,4.4,3.3,22.1,0,101,109
Reggie Jackson,PG,24,TOT,77,40,2268,9.7,22.3,0.434,1.6,5.4,0.299,8.1,16.9,0.47700000000000004,4.0,4.9,0.83,1.3,6.1,7.3,10.3,1.4,0.2,4.2,3.7,25.0,0,106,108
