Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Brandon Bass,PF,24,ORL,50,3,648,6.6,12.9,0.511,0.0,0.0,0.0,6.6,12.9,0.511,2.9,3.5,0.825,3.0,4.1,7.1,1.1,0.7,1.5,1.7,3.8,16.1
Tony Battie,C,33,NJN,15,0,134,3.8,10.7,0.35,0.3,1.1,0.25,3.5,9.7,0.361,1.9,2.7,0.7,1.1,5.1,6.2,0.8,1.1,0.5,0.8,5.1,9.7
Shane Battier,SG,31,HOU,67,62,2168,3.0,7.4,0.39799999999999996,1.7,4.6,0.36200000000000004,1.3,2.8,0.45799999999999996,1.3,1.8,0.726,1.2,4.0,5.2,2.7,0.9,1.3,1.1,2.3,8.9
Nicolas Batum,SF,21,POR,37,25,918,5.5,10.5,0.519,2.1,5.2,0.409,3.3,5.3,0.625,1.7,2.0,0.843,1.3,4.3,5.5,1.7,0.9,1.0,1.1,3.3,14.7
Jerryd Bayless,SG,21,POR,74,11,1304,5.5,13.3,0.414,0.8,2.5,0.315,4.7,10.8,0.43700000000000006,5.5,6.7,0.831,0.5,2.8,3.3,4.7,0.7,0.1,2.6,4.2,17.4
Michael Beasley,PF,21,MIA,78,78,2328,7.2,16.1,0.45,0.4,1.6,0.275,6.8,14.5,0.469,3.0,3.7,0.8,1.9,5.8,7.7,1.5,1.2,0.8,2.0,3.4,17.9
Rodrigue Beaubois,PG,21,DAL,56,16,700,8.0,15.4,0.518,2.3,5.7,0.409,5.7,9.7,0.5820000000000001,2.2,2.7,0.8079999999999999,0.6,3.4,4.0,3.8,1.5,0.6,2.8,4.3,20.4
Marco Belinelli,SG,23,TOR,66,1,1121,4.9,12.2,0.406,1.9,5.1,0.38,3.0,7.1,0.425,3.2,3.9,0.835,0.4,2.6,3.1,2.9,1.3,0.2,1.9,2.6,15.1
Charlie Bell,SG,30,MIL,71,39,1611,3.8,9.9,0.381,1.6,4.5,0.365,2.1,5.4,0.395,1.1,1.5,0.716,0.7,2.3,2.9,2.3,0.9,0.3,1.2,3.0,10.3
Raja Bell,SG,33,TOT,6,5,180,5.6,12.2,0.45899999999999996,2.4,5.4,0.444,3.2,6.8,0.47100000000000003,0.6,0.6,1.0,1.0,3.6,4.6,2.6,0.8,0.4,1.0,3.0,14.2
Jonathan Bender,SF,29,NYK,25,1,292,4.9,12.3,0.4,1.7,4.8,0.359,3.2,7.5,0.426,3.0,3.2,0.9229999999999999,1.8,4.6,6.4,2.0,0.2,2.1,3.5,4.1,14.5
Mike Bibby,PG,31,ATL,80,80,2195,4.4,10.6,0.41600000000000004,2.1,5.3,0.389,2.3,5.2,0.444,1.1,1.3,0.861,0.3,2.7,3.0,5.1,1.1,0.0,1.5,2.6,12.0
Andris Biedriņš,C,23,GSW,33,29,763,3.8,6.5,0.591,0.0,0.0,0.0,3.8,6.5,0.591,0.2,1.2,0.16,3.0,9.2,12.2,2.7,0.9,2.1,1.5,5.5,7.8
Chauncey Billups,PG,33,DEN,73,73,2490,5.8,13.9,0.418,2.3,5.9,0.386,3.5,8.0,0.441,6.7,7.4,0.91,0.4,2.9,3.3,5.9,1.2,0.1,2.6,2.2,20.6
DeJuan Blair,PF,20,SAS,82,23,1494,6.6,11.9,0.556,0.0,0.0,0.0,6.6,11.9,0.5579999999999999,2.1,3.9,0.547,4.8,7.9,12.7,1.6,1.2,0.9,2.7,5.4,15.4
Steve Blake,PG,29,TOT,80,38,2159,3.6,8.7,0.41600000000000004,1.9,4.9,0.395,1.7,3.8,0.44299999999999995,0.6,0.8,0.75,0.4,2.8,3.1,6.3,1.0,0.1,2.1,2.1,9.8
Andray Blatche,PF,23,WAS,81,36,2256,7.6,15.9,0.478,0.2,0.7,0.295,7.4,15.2,0.48700000000000004,2.8,3.7,0.7440000000000001,2.5,5.6,8.1,2.7,1.4,1.1,2.9,3.5,18.2
Keith Bogans,SF,29,SAS,79,50,1559,2.8,6.9,0.40299999999999997,1.6,4.5,0.35700000000000004,1.2,2.4,0.49,0.9,1.2,0.74,0.6,3.5,4.1,2.2,1.0,0.3,1.2,3.6,8.0
Andrew Bogut,C,25,MIL,69,69,2229,7.6,14.7,0.52,0.0,0.0,0.0,7.6,14.7,0.521,2.4,3.8,0.629,3.4,8.0,11.3,2.1,0.6,2.8,2.1,3.6,17.7
Matt Bonner,PF,29,SAS,65,8,1161,5.1,11.5,0.446,2.8,7.2,0.39,2.4,4.4,0.539,1.1,1.5,0.7290000000000001,1.6,5.0,6.6,2.1,0.9,0.7,1.2,3.4,14.2
Josh Boone,PF,25,NJN,63,28,1045,4.0,7.7,0.525,0.0,0.0,0.0,4.0,7.7,0.525,0.7,2.0,0.32799999999999996,4.3,6.6,10.9,1.0,1.0,1.7,1.3,3.8,8.7
Carlos Boozer,PF,28,UTA,78,78,2673,8.3,14.8,0.562,0.0,0.0,0.0,8.3,14.8,0.562,3.8,5.2,0.742,2.4,9.3,11.8,3.3,1.1,0.5,2.9,3.6,20.5
Chris Bosh,C,25,TOR,70,70,2526,8.6,16.5,0.518,0.1,0.3,0.364,8.4,16.2,0.521,6.7,8.4,0.797,2.9,7.9,10.8,2.4,0.6,1.0,2.4,2.4,23.9
Ryan Bowen,SF,34,OKC,1,0,8,4.5,4.5,1.0,0.0,0.0,0.0,4.5,4.5,1.0,9.0,9.0,1.0,4.5,4.5,9.0,0.0,4.5,0.0,0.0,9.0,18.0
Earl Boykins,PG,33,WAS,67,1,1117,5.5,13.0,0.42700000000000005,0.6,1.9,0.317,4.9,11.1,0.446,2.5,2.9,0.865,0.5,1.9,2.4,5.5,0.8,0.1,2.2,1.5,14.2
Elton Brand,PF,30,PHI,76,57,2297,6.5,13.4,0.48,0.0,0.0,0.0,6.5,13.4,0.48100000000000004,2.7,3.7,0.738,2.8,4.4,7.2,1.7,1.3,1.3,2.1,3.6,15.6
Corey Brewer,SG,23,MIN,82,82,2482,5.9,13.8,0.431,1.2,3.4,0.34600000000000003,4.7,10.3,0.45899999999999996,2.4,3.7,0.648,1.0,3.0,4.0,2.8,1.7,0.4,2.4,3.2,15.5
Ronnie Brewer,SG,24,TOT,58,53,1742,4.3,8.9,0.48700000000000004,0.2,0.6,0.258,4.2,8.2,0.505,1.8,2.7,0.639,0.9,2.9,3.9,3.2,1.9,0.3,1.1,1.7,10.6
Primož Brezec,C,30,TOT,21,0,95,3.4,9.9,0.34600000000000003,0.0,0.0,0.0,3.4,9.9,0.34600000000000003,0.4,2.3,0.16699999999999998,4.5,4.9,9.5,0.4,0.4,1.1,0.8,7.2,7.2
Jon Brockman,PF,22,SAC,52,4,654,3.0,5.7,0.534,0.0,0.0,0.0,3.0,5.7,0.534,2.0,3.4,0.597,5.8,5.9,11.7,1.2,0.8,0.3,1.3,6.3,8.1
Aaron Brooks,PG,25,HOU,82,82,2919,7.1,16.4,0.43200000000000005,2.6,6.5,0.39799999999999996,4.5,9.9,0.45399999999999996,3.0,3.7,0.8220000000000001,0.7,2.0,2.7,5.4,0.9,0.2,2.9,2.5,19.8
Bobby Brown,PG,25,TOT,45,0,519,6.1,16.4,0.371,1.8,6.8,0.265,4.3,9.6,0.446,0.9,1.0,0.867,0.6,2.0,2.6,6.1,1.0,0.1,3.2,2.9,14.9
Derrick Brown,SF,22,CHA,57,0,535,4.6,9.9,0.46299999999999997,0.1,0.5,0.28600000000000003,4.4,9.4,0.47100000000000003,3.2,4.8,0.667,2.1,3.2,5.2,1.3,1.4,0.7,1.3,3.6,12.5
Devin Brown,SG,31,TOT,50,37,1060,4.6,12.3,0.377,2.0,5.6,0.354,2.6,6.7,0.396,2.3,2.9,0.802,1.0,3.2,4.2,2.2,1.1,0.2,2.1,2.4,13.6
Kwame Brown,C,27,DET,48,1,660,3.4,6.8,0.5,0.0,0.1,0.0,3.4,6.7,0.504,1.8,5.3,0.337,2.9,6.8,9.7,1.2,0.8,0.7,2.3,5.1,8.6
Shannon Brown,SG,24,LAL,82,7,1700,5.4,12.5,0.42700000000000005,1.3,4.0,0.32799999999999996,4.0,8.5,0.474,2.1,2.6,0.818,0.6,3.2,3.9,2.3,1.2,0.7,1.4,2.7,14.1
Kobe Bryant,SG,31,LAL,73,73,2835,9.1,19.9,0.456,1.3,3.8,0.32899999999999996,7.8,16.1,0.48700000000000004,5.6,6.9,0.8109999999999999,1.0,4.0,5.0,4.6,1.4,0.3,3.0,2.4,25.0
Chase Budinger,SF,21,HOU,74,4,1488,6.0,13.7,0.441,2.2,6.0,0.369,3.8,7.6,0.49700000000000005,1.6,2.1,0.77,0.9,4.4,5.3,2.1,0.8,0.3,1.2,2.1,15.9
Caron Butler,SF-SG,29,TOT,74,74,2783,5.8,13.6,0.428,0.5,1.9,0.29,5.3,11.7,0.45,3.4,4.1,0.838,1.3,4.6,6.0,2.0,1.5,0.3,2.1,2.5,15.6
Rasual Butler,SF,30,LAC,82,64,2702,4.7,11.6,0.409,1.9,5.8,0.336,2.8,5.8,0.48200000000000004,1.6,1.9,0.841,0.5,2.7,3.2,1.5,0.5,0.9,1.1,1.6,13.0
Andrew Bynum,C,22,LAL,65,65,1977,7.1,12.5,0.57,0.0,0.0,0.0,7.1,12.5,0.5710000000000001,3.5,4.8,0.7390000000000001,3.2,6.6,9.9,1.2,0.6,1.7,2.1,3.5,17.8
Will Bynum,PG,27,DET,63,20,1667,5.1,11.5,0.444,0.3,1.2,0.218,4.9,10.3,0.47,3.1,3.8,0.7979999999999999,0.5,2.5,3.1,6.1,1.2,0.2,2.5,3.1,13.6
José Calderón,PG,28,TOR,68,39,1817,5.4,11.3,0.48200000000000004,1.3,3.4,0.39799999999999996,4.1,7.9,0.519,1.6,2.1,0.7979999999999999,0.5,2.4,2.8,8.0,0.9,0.1,2.0,2.7,13.8
Marcus Camby,PF-C,35,TOT,74,74,2314,3.7,7.8,0.475,0.0,0.1,0.28600000000000003,3.7,7.7,0.478,1.2,1.9,0.639,3.9,9.7,13.6,2.9,1.5,2.3,1.4,2.5,8.6
Brian Cardinal,PF,32,MIN,29,0,267,1.9,4.9,0.389,0.4,1.2,0.33299999999999996,1.5,3.6,0.40700000000000003,2.3,2.4,0.9440000000000001,0.9,3.0,3.9,3.2,1.2,0.4,0.9,7.6,6.5
Rodney Carney,SG,25,PHI,68,0,857,4.7,11.8,0.401,1.7,5.7,0.304,3.0,6.2,0.49,2.2,2.6,0.825,1.1,4.7,5.8,1.6,1.1,0.8,0.9,3.3,13.4
DeMarre Carroll,SF,23,MEM,71,1,795,4.0,10.1,0.396,0.0,0.3,0.0,4.0,9.8,0.40700000000000003,1.5,2.4,0.623,2.4,4.4,6.8,1.5,1.3,0.4,1.1,4.8,9.5
Matt Carroll,SG,29,DAL,25,0,121,5.4,14.9,0.36,1.2,5.7,0.21100000000000002,4.2,9.2,0.452,1.8,1.8,1.0,1.2,2.4,3.6,1.8,1.5,0.0,2.1,3.9,13.7
Anthony Carter,PG,34,DEN,54,7,859,3.2,7.6,0.42,0.7,2.6,0.27,2.5,4.9,0.5,0.5,0.5,0.846,0.7,3.0,3.7,6.7,1.6,0.5,2.4,3.0,7.5
Vince Carter,SG,33,ORL,75,74,2310,6.8,15.8,0.428,1.9,5.0,0.36700000000000005,4.9,10.8,0.456,4.0,4.8,0.84,0.5,4.1,4.6,3.7,0.8,0.3,1.7,2.9,19.4
Omri Casspi,SF,21,SAC,77,31,1931,5.6,12.5,0.446,1.4,3.8,0.369,4.2,8.7,0.48,2.2,3.2,0.672,1.4,5.1,6.5,1.8,1.0,0.3,1.8,2.3,14.8
Mario Chalmers,PG,23,MIA,73,22,1807,3.6,9.0,0.401,1.5,4.7,0.318,2.1,4.3,0.491,1.6,2.2,0.745,0.5,2.2,2.7,4.9,1.8,0.2,2.5,3.5,10.4
Tyson Chandler,C,27,CHA,51,27,1163,3.4,5.9,0.574,0.0,0.0,0.0,3.4,5.9,0.574,3.6,4.9,0.732,3.5,6.4,9.9,0.5,0.5,1.7,2.8,4.3,10.3
Wilson Chandler,SG,22,NYK,65,64,2320,6.4,13.3,0.479,0.6,2.3,0.267,5.8,11.0,0.524,2.0,2.5,0.8059999999999999,1.4,4.0,5.4,2.1,0.7,0.8,1.7,2.9,15.4
Earl Clark,PF,22,PHO,51,0,383,5.3,14.2,0.371,0.2,0.5,0.4,5.1,13.7,0.37,2.4,3.4,0.722,1.7,4.1,5.8,2.0,0.7,1.2,2.2,2.3,13.2
Jarron Collins,C,31,PHO,34,10,261,1.7,4.3,0.387,0.0,0.0,0.0,1.7,4.3,0.387,1.4,3.4,0.4,3.0,5.5,8.6,0.8,0.3,0.4,1.4,5.8,4.7
Jason Collins,C,31,ATL,24,0,115,2.5,7.2,0.348,0.0,0.3,0.0,2.5,6.9,0.364,0.0,0.6,0.0,1.6,2.8,4.4,1.3,0.9,0.6,1.6,6.6,5.0
Mardy Collins,SG,25,LAC,43,0,470,3.6,9.8,0.36700000000000005,0.3,1.3,0.235,3.3,8.5,0.387,1.0,1.6,0.619,1.0,2.8,3.8,3.4,1.8,0.1,2.5,3.4,8.5
Darren Collison,PG,22,NOH,76,37,2109,6.4,13.5,0.47700000000000004,0.8,2.0,0.4,5.6,11.5,0.49,2.5,3.0,0.851,0.7,2.6,3.3,7.4,1.3,0.1,3.4,1.6,16.1
Nick Collison,C,29,OKC,75,5,1557,4.2,7.1,0.589,0.0,0.1,0.25,4.2,7.1,0.593,1.7,2.5,0.6920000000000001,3.5,5.4,8.9,0.9,0.9,1.1,1.5,5.3,10.2
Mike Conley,PG,22,MEM,80,80,2569,5.2,11.6,0.445,1.1,3.0,0.387,4.0,8.7,0.46399999999999997,1.9,2.6,0.743,0.4,2.3,2.7,6.0,1.5,0.2,2.4,2.5,13.4
Will Conroy,PG,27,HOU,5,0,36,3.0,10.0,0.3,0.0,3.0,0.0,3.0,7.0,0.429,0.0,2.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,4.0,5.0,6.0
Brian Cook,PF,29,HOU,15,0,44,5.7,18.8,0.304,1.6,7.4,0.222,4.1,11.5,0.35700000000000004,4.1,5.7,0.7140000000000001,0.8,6.5,7.4,0.8,0.0,1.6,4.9,4.1,17.2
Daequan Cook,SG,22,MIA,45,3,691,4.2,13.2,0.32,2.1,6.6,0.317,2.1,6.6,0.32299999999999995,1.1,1.3,0.84,0.5,3.8,4.3,2.2,0.7,0.5,1.3,2.6,11.6
Jamal Crawford,SG,29,ATL,79,0,2460,7.3,16.2,0.449,2.4,6.2,0.382,4.9,9.9,0.491,4.0,4.6,0.857,0.5,2.4,2.9,3.5,0.9,0.2,2.0,1.9,20.9
Dante Cunningham,PF,22,POR,63,2,707,5.4,10.9,0.495,0.0,0.1,0.0,5.4,10.8,0.5,1.6,2.4,0.6459999999999999,2.7,5.4,8.1,0.7,1.2,1.1,0.8,4.9,12.4
Eddy Curry,C,27,NYK,7,0,62,4.6,12.2,0.381,0.0,0.0,0.0,4.6,12.2,0.381,5.8,9.9,0.588,2.3,5.2,7.5,0.0,0.0,0.6,7.5,7.5,15.1
JamesOn Curry,PG,24,LAC,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Curry,PG,21,GSW,80,77,2896,6.6,14.2,0.462,2.1,4.7,0.43700000000000006,4.5,9.5,0.474,2.2,2.5,0.885,0.6,3.8,4.4,5.9,1.9,0.2,3.0,3.1,17.4
Samuel Dalembert,C,28,PHI,82,80,2124,4.8,8.9,0.545,0.0,0.0,0.0,4.8,8.9,0.545,1.6,2.3,0.7290000000000001,4.1,9.2,13.3,1.1,0.7,2.6,2.1,4.3,11.3
Erick Dampier,C,34,DAL,55,47,1280,3.7,6.0,0.624,0.0,0.1,0.33299999999999996,3.7,5.9,0.629,1.7,2.8,0.604,3.6,7.7,11.3,0.9,0.4,2.2,1.7,4.3,9.2
Marquis Daniels,SF,29,BOS,51,4,937,4.8,9.6,0.498,0.2,1.1,0.214,4.5,8.5,0.534,1.3,2.2,0.607,1.0,2.6,3.6,2.5,1.0,0.2,1.6,3.5,11.1
Baron Davis,PG,30,LAC,75,73,2523,5.9,14.5,0.406,1.2,4.2,0.27699999999999997,4.7,10.3,0.45899999999999996,3.4,4.2,0.821,0.7,3.1,3.8,8.5,1.8,0.6,3.0,3.0,16.3
Glen Davis,PF,24,BOS,54,1,933,4.7,10.8,0.43700000000000006,0.0,0.2,0.0,4.7,10.6,0.444,3.7,5.3,0.696,3.9,4.0,7.9,1.4,0.8,0.5,2.0,5.1,13.1
Paul Davis,PF,25,WAS,2,0,8,9.0,18.0,0.5,0.0,0.0,0.0,9.0,18.0,0.5,4.5,9.0,0.5,0.0,0.0,0.0,13.5,0.0,4.5,0.0,0.0,22.5
Ricky Davis,SF,30,LAC,36,2,499,4.5,10.3,0.434,1.2,3.0,0.381,3.3,7.3,0.455,1.3,2.2,0.581,0.7,3.4,4.1,2.8,0.8,0.2,2.1,2.8,11.4
Austin Daye,SF,21,DET,69,4,915,5.4,11.6,0.46399999999999997,1.1,3.7,0.305,4.2,7.9,0.54,1.8,2.2,0.821,1.3,5.5,6.8,1.3,1.0,1.0,1.9,4.5,13.7
Carlos Delfino,SF,27,MIL,75,66,2279,4.7,11.6,0.408,2.1,5.8,0.36700000000000005,2.6,5.8,0.45,1.5,1.9,0.782,0.8,5.4,6.2,3.2,1.3,0.3,1.9,2.2,13.0
Luol Deng,SF,24,CHI,70,69,2651,6.4,13.8,0.466,0.4,1.1,0.386,6.0,12.6,0.474,3.4,4.5,0.764,1.8,5.2,7.0,1.9,0.9,0.8,1.8,1.8,16.7
DeMar DeRozan,SG,20,TOR,77,65,1664,5.5,11.1,0.498,0.1,0.3,0.25,5.4,10.7,0.506,3.2,4.2,0.763,1.4,3.4,4.8,1.1,0.9,0.4,1.3,3.8,14.3
Boris Diaw,PF,27,CHA,82,82,2906,4.6,9.6,0.483,0.8,2.6,0.32,3.8,7.0,0.541,1.4,1.8,0.769,1.6,3.6,5.3,4.0,0.7,0.7,2.2,2.7,11.5
Yakhouba Diawara,SG,27,MIA,6,2,44,1.6,8.2,0.2,0.8,4.9,0.16699999999999998,0.8,3.3,0.25,0.0,0.0,0.0,0.8,2.5,3.3,2.5,0.8,0.0,2.5,6.5,4.1
Travis Diener,PG,27,TOT,9,0,51,1.4,7.1,0.2,0.7,4.9,0.14300000000000002,0.7,2.1,0.33299999999999996,0.7,2.8,0.25,0.0,2.1,2.1,5.6,2.8,0.0,0.0,1.4,4.2
DeSagana Diop,C,28,CHA,27,0,262,2.1,4.0,0.517,0.0,0.0,0.0,2.1,4.0,0.517,0.3,1.2,0.222,3.3,5.6,8.9,0.7,0.7,1.9,1.6,4.3,4.4
Keyon Dooling,PG,29,NJN,53,8,971,4.8,12.0,0.39799999999999996,2.2,5.8,0.376,2.6,6.2,0.419,1.7,2.3,0.77,0.3,1.7,2.0,5.0,1.3,0.0,2.2,3.0,13.5
Joey Dorsey,PF,26,TOT,15,0,106,3.1,6.8,0.45,0.0,0.0,0.0,3.1,6.8,0.45,1.7,4.1,0.41700000000000004,5.4,9.2,14.6,0.7,1.0,0.7,2.0,7.1,7.8
Toney Douglas,PG,23,NYK,56,12,1087,5.9,12.9,0.45799999999999996,2.3,5.8,0.389,3.7,7.2,0.514,1.8,2.3,0.809,1.3,2.3,3.6,3.7,1.4,0.1,1.8,3.8,15.9
Chris Douglas-Roberts,SF,23,NJN,67,38,1730,5.3,11.9,0.445,0.3,1.1,0.259,5.0,10.8,0.46399999999999997,2.8,3.3,0.847,0.9,3.2,4.1,1.9,1.1,0.4,2.0,2.1,13.7
Goran Dragić,PG,23,PHO,80,2,1442,5.5,12.3,0.452,1.8,4.7,0.39399999999999996,3.7,7.6,0.488,2.9,4.0,0.736,0.9,3.3,4.3,6.0,1.2,0.2,3.1,3.3,15.9
Jared Dudley,SF,24,PHO,82,1,1991,4.1,8.9,0.45899999999999996,2.2,4.7,0.45799999999999996,1.9,4.1,0.461,1.9,2.5,0.754,1.8,3.3,5.1,2.1,1.5,0.3,1.2,2.9,12.2
Chris Duhon,PG,27,NYK,67,59,2072,2.9,7.8,0.373,1.6,4.5,0.349,1.4,3.4,0.40399999999999997,1.2,1.7,0.716,0.5,2.6,3.1,6.6,1.0,0.1,1.9,1.4,8.6
